drug_name,cpic_drug_name,gene,gene_name,relationship_type,evidence_level,clinical_significance,cpic_level,guideline_id,guideline_url,source,variant_id,allele_name,allele_function,allele_frequency_global,allele_frequency_afr,allele_frequency_amr,allele_frequency_eas,allele_frequency_eur,allele_frequency_sas,allele_frequency_assigned,frequency_source,frequency_assignment_method
RISPERIDONE M-TAB,risperidone,HTR2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RISPERIDONE M-TAB,risperidone,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RISPERIDONE M-TAB,risperidone,ANKK1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA TUSSIN CHEST CONGESTIO,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA TUSSIN CHEST CONGESTIO,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA MOISTURIZING THERAPY,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA MOISTURIZING THERAPY,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RIBAVIRIN,ribavirin,VDR,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA CHEWABLE VITAMINS COMP,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA CHEWABLE VITAMINS COMP,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA CETIRIZINE HCL CHILDRE,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA CETIRIZINE HCL CHILDRE,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA CETIRIZINE,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA CETIRIZINE,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA BUDESONIDE NASAL SPRAY,budesonide,CRHR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA PAIN RELIEF ACETAMINOP,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA PAIN RELIEF ACETAMINOP,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA OMEPRAZOLE,omeprazole,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ROSUVASTATIN CALCIUM,rosuvastatin,ABCG2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ROSUVASTATIN CALCIUM,rosuvastatin,SLCO1B1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ROSUVASTATIN CALCIUM,rosuvastatin,CYP3A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ROSUVASTATIN CALCIUM,rosuvastatin,CYP3A5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ROSUVASTATIN CALCIUM,rosuvastatin,HMGCR,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ROSUVASTATIN CALCIUM,rosuvastatin,COQ2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ROSUVASTATIN CALCIUM,rosuvastatin,LPA,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA MICONAZOLE 7,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA MICONAZOLE 7,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA MELATONIN,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA MELATONIN,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RABEPRAZOLE SODIUM,rabeprazole,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA URINARY TRACT PAIN REL,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA URINARY TRACT PAIN REL,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA COLD & COUGH CHILDRENS,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA COLD & COUGH CHILDRENS,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA NAPROXEN SODIUM,naproxen,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA TUSSIN COUGH/CHEST CON,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA TUSSIN COUGH/CHEST CON,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA ALLERGY RELIEF,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA ALLERGY RELIEF,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA ACETAMINOPHEN EXTRA ST,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA ACETAMINOPHEN EXTRA ST,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA ACETAMINOPHEN,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA ACETAMINOPHEN,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA 12 HOUR NASAL SPRAY,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RA 12 HOUR NASAL SPRAY,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
MECLIZINE HCL,meclizine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
QC NON-ASPIRIN EXTRA STRE,aspirin,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
QC NON-ASPIRIN EXTRA STRE,aspirin,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
QC NON-ASPIRIN EXTRA STRE,aspirin,HLA-DPB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
QC NON-ASPIRIN EXTRA STRE,aspirin,GP1BA,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
QC NON-ASPIRIN EXTRA STRE,aspirin,LTC4S,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
QC NON-ASPIRIN EXTRA STRE,aspirin,PTGS1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VITAMIN E,vitamin c,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VITAMIN D-400,vitamin c,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NON-ASPIRIN PAIN RELIEVER,aspirin,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NON-ASPIRIN PAIN RELIEVER,aspirin,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NON-ASPIRIN PAIN RELIEVER,aspirin,HLA-DPB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NON-ASPIRIN PAIN RELIEVER,aspirin,GP1BA,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NON-ASPIRIN PAIN RELIEVER,aspirin,LTC4S,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NON-ASPIRIN PAIN RELIEVER,aspirin,PTGS1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NADOLOL,nadolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NADOLOL,nadolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NADOLOL,nadolol,ADRB2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NADOLOL,nadolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NADOLOL,nadolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NAPROXEN SODIUM CR,naproxen,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NAPROXEN DR,naproxen,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NALOXONE HYDROCHLORIDE,naloxone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NALOXONE HCL,naloxone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NP THYROID 30,phenprocoumon,CYP4F2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NICOTINE POLACRILEX START,nicotine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NICOTINE POLACRILEX START,nicotine,CHRNA3,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NICOTINE,nicotine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NICOTINE,nicotine,CHRNA3,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NITROFURANTOIN,nitrofurantoin,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NEUTRAL SODIUM FLUORIDE,sodium nitrite,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NEOMYCIN/POLYMYXIN/GRAMIC,neomycin,MT-RNR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
MICONAZOLE,voriconazole,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
MERCAPTOPURINE,mercaptopurine,NUDT15,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
MERCAPTOPURINE,mercaptopurine,TPMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
MICONAZOLE NITRATE,voriconazole,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
MORPHINE SULFATE,morphine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
MORPHINE SULFATE,morphine,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
MIRTAZAPINE ODT,mirtazapine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
MIRTAZAPINE ODT,mirtazapine,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OB COMPLETE PETITE,clobazam,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OLANZAPINE/FLUOXETINE,fluoxetine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OLANZAPINE/FLUOXETINE,fluoxetine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OLANZAPINE/FLUOXETINE,fluoxetine,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OLANZAPINE/FLUOXETINE,fluoxetine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OLANZAPINE/FLUOXETINE,fluoxetine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OLANZAPINE/FLUOXETINE,fluoxetine,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OMEPRAZOLE/SODIUM BICARBO,omeprazole,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METHYLPHENIDATE HCL ER,methylphenidate,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METHADONE HCL,methadone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METHADONE HCL,methadone,CYP2B6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METHADONE HCL,methadone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METHADONE HCL,methadone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
MESALAMINE DR,mesalazine,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXAZEPAM,oxazepam,UGT2B15,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXYCODONE HCL ER,oxycodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXYCODONE HCL ER,oxycodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXYCODONE HCL ER,oxycodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXYCODONE HCL,oxycodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXYCODONE HCL,oxycodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXYCODONE HCL,oxycodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METFORMIN HYDROCHLORIDE E,metformin,C11orf65,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OB COMPLETE,clobazam,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SALICYLIC ACID CREAM,aminosalicylic acid,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM NASAL DECONGESTANT PE,esmolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM NASAL DECONGESTANT PE,esmolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM NASAL DECONGESTANT PE,esmolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM NASAL DECONGESTANT PE,esmolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM FEXOFENADINE HYDROCHLO,esmolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM FEXOFENADINE HYDROCHLO,esmolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM FEXOFENADINE HYDROCHLO,esmolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM FEXOFENADINE HYDROCHLO,esmolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM ALL DAY ALLERGY,esmolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM ALL DAY ALLERGY,esmolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM ALL DAY ALLERGY,esmolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM ALL DAY ALLERGY,esmolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM ACID REDUCER,esmolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM ACID REDUCER,esmolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM ACID REDUCER,esmolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM ACID REDUCER,esmolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM PRENATAL VITAMINS,esmolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM PRENATAL VITAMINS,esmolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM PRENATAL VITAMINS,esmolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM PRENATAL VITAMINS,esmolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM MIGRAINE RELIEF,esmolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM MIGRAINE RELIEF,esmolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM MIGRAINE RELIEF,esmolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM MIGRAINE RELIEF,esmolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM LORATADINE,esmolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM LORATADINE,esmolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM LORATADINE,esmolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM LORATADINE,esmolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SALICYLIC ACID WART REMOV,aminosalicylic acid,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SODIUM CHLORIDE,divalproex sodium,POLG,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM TUSSIN DM COUGH/CHEST,esmolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM TUSSIN DM COUGH/CHEST,esmolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM TUSSIN DM COUGH/CHEST,esmolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SM TUSSIN DM COUGH/CHEST,esmolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SELSUN BLUE MEDICATED,methylene blue,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SULFASALAZINE,sulfasalazine,NAT2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SULFASALAZINE,sulfasalazine,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SULFACETAMIDE SODIUM/SULF,sulfacetamide,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SULFACETAMIDE SODIUM,sulfacetamide,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SF 5000 PLUS,desflurane,CACNA1S,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SF 5000 PLUS,desflurane,RYR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SF,desflurane,CACNA1S,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SF,desflurane,RYR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
TRAMADOL HYDROCHLORIDE/AC,tramadol,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
TRAMADOL HYDROCHLORIDE/AC,tramadol,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
TRAMADOL HYDROCHLORIDE/AC,tramadol,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
TH MAGNESIUM,azathioprine,NUDT15,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
TH MAGNESIUM,azathioprine,TPMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
