article_id,title,pubdate,pmc_id,authors,search_num,source_file,ontology_nodes,domain_primary,node_primary,ooda_phase_primary,key_phrases,comprehend_entities,rq1_score,rq2_score,n1_score,n4_score,n5_score,composite_score,include_recommended,screen_reason,human_decision
1919,Machine learned text topics improve drop-out risk prediction but not symptom prediction in online psychotherapies for depression and anxiety.,2026,HSHec106a96,"Mylläri, Saarni, Joffe, Ritola, Stenberg, Rosenström",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,text topics; online psychotherapies; depression; not symptom prediction; machine,,0.0,0.0476,0.0,0.0,0.0,0.0547,include,score=0.055,
1971,Machine learning approaches for the discovery of clinical pathways from patient data: A systematic review.,2024,HSHec106a96,"Muyama, Neuraz, Coulet",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,clinical pathways; patient data; machine learning; a systematic review; the discovery,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
1975,Process Mining on National Health Care Data for the Discovery of Patient Journeys of Older Adults.,2025,HSHec106a96,"de Boer, Arntzen, Bekker, Buurman, Willems, van der Mei",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,national health care data; patient journeys; process mining on national health care data; older adults; process mining,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
1993,A Pipeline for the Usage of the Core Data Set of the Medical Informatics Initiative for Process Mining - A Technical Case Report.,2024,HSHec106a96,"Heidemeyer, Auhagen, Majeed, Pegoraro, Bienzeisler, Peeva, Beyel, Röhrig, van der Aalst, Puladi",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,process mining - a technical case report; the medical informatics initiative; the core data set; the usage; a pipeline,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
1994,DYNAMITE: Integrating Archetypal Analysis and Process Mining for Interpretable Disease Progression Modelling.,2024,HSHec106a96,"Trescato, Tavazzi, Vettoretti, Gatta, Vasta, Chio, Camillo",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,interpretable disease progression modelling; process mining; archetypal analysis; dynamite,,0.0,0.0,0.0,0.0,0.1,0.115,include,score=0.115,
2000,Integrated Perspectives on Clinical Decision Support: A Comparative Analysis of Knowledge Management Approaches.,2024,HSHec106a96,"Grob, Jenders, Rappelsberger, Adlassnig",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,clinical decision support; knowledge management approaches; integrated perspectives; a comparative analysis,,0.05,0.0,0.0,0.0,0.0,0.0575,include,score=0.057,
2010,Assessing domain adaptation in adverse drug event extraction on real-world breast cancer records.,2024,HSHec106a96,"Herman Bernardim Andrade, Nishiyama, Fujimaki, Yada, Wakamiya, Takagi, Kato, Miyashiro, Aramaki",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,clinical_outcomes::polypharmacy_ed|analytical_methods::process_mining,clinical_outcomes,polypharmacy_ed,act,adverse drug event extraction; domain adaptation; real-world breast cancer records,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
2014,Enhancing healthcare process analysis through object-centric process mining: Transforming OMOP common data models into object-centric event logs.,2024,HSHec106a96,"Park, Lee, Cho",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,omop common data models; healthcare process analysis; object-centric process mining,,0.0,0.0,0.0,0.0,0.0,0.23,include,score=0.230,
2098,Process mining and data mining applications in the domain of chronic diseases: A systematic review.,2023,HSHec106a96,"Chen, Abtahi, Carrero, Fernandez-Llatas, Seoane",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,chronic diseases; process mining and data mining applications; a systematic review; the domain,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2116,[Paediatric digital clinical decision support for global health].,2023,HSHec106a96,"Beynon, Salzmann, Faye, Thiongane, Ndiaye, Luwanda, Alladiguimbai, Triclin, Harper, Elkin, Delaigue, Tan",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,global health; [paediatric digital clinical decision support,,0.05,0.0,0.0,0.0,0.0,0.0575,include,score=0.057,
2120,"Explainable AI for Bioinformatics: Methods, Tools and Applications.",2023,HSHec106a96,"Karim, Islam, Shajalal, Beyan, Lange, Cochez, Rebholz-Schuhmann, Decker",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::explainable_ai|analytical_methods::process_mining,analytical_methods,explainable_ai,decide,explainable ai; bioinformatics; methods; tools; applications,,0.0,0.0,0.0,0.0,0.1,0.1,include,score=0.100,
2124,"A Conceptual Framework to Predict Disease Progressions in Patients with Chronic Kidney Disease, Using Machine Learning and Process Mining.",2023,HSHec106a96,"Kandasamy, Chaussalet, Basukoski",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,chronic kidney disease; disease progressions; patients; machine learning and process mining; a conceptual framework,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2137,Application of Process Mining for Modelling Small Cell Lung Cancer Prognosis.,2023,HSHec106a96,"Marzano, Meijer, Dan, Tendler, De Petris, Lewensohn, Raghothama, Darwich",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,modelling small cell lung cancer prognosis; process mining; application,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2141,Extending a Data Management Maturity Model for Process Mining in Healthcare.,2023,HSHec106a96,"Erhard, Arthofer, Helm",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,process mining; a data management maturity model; healthcare,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2166,Process mining for healthcare decision analytics with micro-costing estimations.,2023,HSHec106a96,"Leemans, Partington, Karnon, Wynn",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,healthcare decision analytics; micro-costing estimations; process mining,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2173,Proposed association rule hiding based privacy preservation model with block chain technology for IoT healthcare sector.,2023,HSHec106a96,"Yogeshwar, Kamalakkannan",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::association_rules|analytical_methods::process_mining,analytical_methods,association_rules,orient,hiding based privacy preservation model; block chain technology; iot healthcare sector; proposed association rule; iot,,0.0,0.0,0.0,0.1111,0.0,0.1278,include,score=0.128,
2176,Using natural language processing to identify opioid use disorder in electronic health record data.,2023,HSHec106a96,"Singleton, Li, Akpunonu, Abner, Kucharska-Newton",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,clinical_outcomes::opioid_ed|analytical_methods::process_mining|data_sources::ehr_fhir,clinical_outcomes,opioid_ed,act,electronic health record data; natural language processing; disorder,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
2186,Evaluation of patient transport service in hospitals using process mining methods: Patients' perspective.,2023,HSHec106a96,"Kropp, Faeghi, Lennerts",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,process mining methods; patient transport service; hospitals; evaluation; patients perspective,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2201,Innovative informatics methods for process mining in health care.,2022,HSHec106a96,"Munoz-Gama, Martin, Fernandez-Llatas, Johnson, Sepúlveda",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,process mining; innovative informatics methods; health care,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2227,Analysis of Stroke Assistance in Covid-19 Pandemic by Process Mining Techniques.,2022,HSHec106a96,"Leandro, Miura, Safanelli, Borges, Moro",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,covid-19 pandemic; process mining techniques; stroke assistance; analysis,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2229,"Process Mining of Nursing Routine Data: Cool, but also Useful?",2022,HSHec106a96,"Jonk, Schaller, Netzer, Pfeifer, Ammenwerth, Hackl",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,nursing routine data; process mining; cool; useful,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2231,FHIR2BPMN: Delivering Actionable Knowledge by Transforming Between Clinical Pathways and Executable Models.,2022,HSHec106a96,"Helm, Pointner, Krauss, Schuler, Traxler, Arthofer, Halmerbauer",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining|data_sources::ehr_fhir,analytical_methods,process_mining,orient,actionable knowledge; clinical pathways; executable models,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2235,Are we ready for conformance checking in healthcare? Measuring adherence to clinical guidelines: A scoping systematic literature review.,2022,HSHec106a96,"Oliart, Rojas, Capurro",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,clinical guidelines; conformance; healthcare; adherence; we,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2243,To the emergency room and back again: Circular healthcare pathways for acute functional neurological disorders.,2022,HSHec106a96,"Williams, Southall, Haley, Ba Dhafari, Kemp, Relton, Alty, Johnson, Graham, Maguire",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,acute functional neurological disorders; the emergency room,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2250,Assessment of the feasibility of developing a clinical pathway using a clinical order log.,2022,HSHec106a96,"Lim, Kim, Song, Yoo, Baek, Kim, Park, Jeong",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,a clinical order log; assessment; a clinical pathway; the feasibility,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2263,Process mining for healthcare: Characteristics and challenges.,2022,HSHec106a96,"Munoz-Gama, Martin, Fernandez-Llatas, Johnson, Sepúlveda, Helm, Galvez-Yanjari, Rojas, Martinez-Millana, Aloini, Amantea, Andrews, Arias, Beerepoot, Benevento, Burattin, Capurro, Carmona, Comuzzi, Dalmas, de la Fuente, Di Francescomarino, Di Ciccio, Gatta, Ghidini, Gonzalez-Lopez, Ibanez-Sanchez, Klasky, Prima Kurniati, Lu, Mannhardt, Mans, Marcos, Medeiros de Carvalho, Pegoraro, Poon, Pufahl, Reijers, Remy, Rinderle-Ma, Sacchi, Seoane, Song, Stefanini, Sulis, Ter Hofstede, Toussaint, Traver, Valero-Ramon, Weerd, van der Aalst, Vanwersch, Weske, Wynn, Zerbato",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,process mining; characteristics; healthcare; challenges,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2265,Process mining in healthcare - An updated perspective on the state of the art.,2022,HSHec106a96,"De Roock, Martin",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,process mining; healthcare; - an updated perspective; the state; the art,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2270,Multi-level process mining methodology for exploring disease-specific care processes.,2022,HSHec106a96,"Vathy-Fogarassy, Vassányi, Kósa",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,multi-level process mining methodology; disease-specific care processes,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2290,Abuse detection in healthcare insurance with disease-treatment network embedding.,2021,HSHec106a96,"Lee, Cho",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,clinical_outcomes::polypharmacy_ed|analytical_methods::process_mining,clinical_outcomes,polypharmacy_ed,act,healthcare insurance; abuse detection; disease-treatment network,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
2319,Improving the In-Hospital Mortality Prediction of Diabetes ICU Patients Using a Process Mining/Deep Learning Architecture.,2022,HSHec106a96,"Theis, Galanter, Boyd, Darabi",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,icu patients; hospital mortality; diabetes; the in-hospital mortality prediction of diabetes icu patients using a process mining/deep learning architecture; a process mining/deep learning architecture,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2325,Process Mining to Explore Variations in Endometrial Cancer Pathways from GP Referral to First Treatment.,2021,HSHec106a96,"Kurniati, Rojas, Zucker, Hall, Hogg, Johnson",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::process_mining,analytical_methods,process_mining,orient,endometrial cancer pathways; explore variations; gp referral; first treatment; process mining,,0.0,0.0,0.0,0.0,0.0,0.115,include,score=0.115,
2374,Predicting generalized anxiety disorder among women using Shapley value.,2021,HSHec106a96,"Jothi, Husain, Rashid",6,data/chapter1/1.3_methodological/pattern_mining/process_mining/process_mining_articles.csv,analytical_methods::explainable_ai|analytical_methods::process_mining,analytical_methods,explainable_ai,decide,generalized anxiety disorder; shapley value; women; shapley,,0.0,0.0,0.0,0.0,0.2,0.2,include,score=0.200,
2380,An explainable machine learning framework for predicting the risk of buprenorphine treatment discontinuation for opioid use disorder among commercially insured individuals.,2024,HSHd7082c4b,"Al Faysal, Noor-E-Alam, Young, Lo-Ciganic, Goodin, Huang, Wilson, Park, Hasan",7,data/chapter1/1.4_technical/catboost_xgboost/catboost_xgboost_articles.csv,clinical_outcomes::opioid_ed|analytical_methods::gradient_boosting,clinical_outcomes,opioid_ed,act,buprenorphine treatment discontinuation; opioid use; disorder; an explainable machine learning framework; commercially insured individuals,,0.0,0.1429,0.0,0.0,0.0,0.1429,include,score=0.143,
2395,Time Series Glucose Level Detection in fuel-cell based sensors Using Machine Learning: A Comparative Study of K-NN with Dynamic Time Warping and XGBoost.,2025,HSH5bd0f614,"Picazo-Cot, Marte, Guardia-Olivella, Subias-Beltran, Migliorelli",8,data/chapter1/1.3_methodological/pattern_mining/dtw/dtw_articles.csv,analytical_methods::gradient_boosting|analytical_methods::temporal_analysis,analytical_methods,gradient_boosting,decide,time series glucose level detection; dynamic time warping; machine learning; fuel-cell based sensors; using machine learning:,,0.0,0.0,0.1429,0.0,0.0,0.1429,include,score=0.143,
2402,Early detection of Multidrug Resistance using Multivariate Time Series analysis and interpretable patient-similarity representations.,2025,HSH5bd0f614,"Escudero-Arnanz, Marques, Mora-Jiménez, Álvarez-Rodríguez, Soguero-Ruiz",8,data/chapter1/1.3_methodological/pattern_mining/dtw/dtw_articles.csv,analytical_methods::temporal_analysis,analytical_methods,temporal_analysis,orient,multivariate time series analysis; multidrug resistance; early detection; interpretable patient-similarity representations,,0.0,0.0,0.0,0.0,0.1,0.1437,include,score=0.144,
2403,Temporal dynamics of patient complaints in new hospitals: a dynamic time warping and impulse response function analysis of the South Korean healthcare system.,2025,HSH5bd0f614,"Kwon, Namgung, Park, Kim, Choi, Jeong, Kim",8,data/chapter1/1.3_methodological/pattern_mining/dtw/dtw_articles.csv,analytical_methods::temporal_analysis,analytical_methods,temporal_analysis,orient,new hospitals; impulse response; south korean; patient complaints; temporal dynamics,,0.0,0.0,0.1429,0.0,0.0,0.1643,include,score=0.164,
2419,Forecasting Time Series in Healthcare With Gaussian Processes and Dynamic Time Warping Based Subset Selection.,2022,HSH5bd0f614,"Puri, Kooijman, Vanrumste, Luca",8,data/chapter1/1.3_methodological/pattern_mining/dtw/dtw_articles.csv,analytical_methods::temporal_analysis,analytical_methods,temporal_analysis,orient,warping based subset selection; dynamic time; gaussian processes; forecasting time series; healthcare,,0.0,0.0,0.1429,0.0,0.0,0.1643,include,score=0.164,
2424,Continuous positive airway pressure adherence trajectories in sleep apnea: Clustering with summed discrete Fréchet and dynamic time warping dissimilarities.,2021,HSH5bd0f614,"Bottaz-Bosson, Hamon, Pépin, Bailly, Samson",8,data/chapter1/1.3_methodological/pattern_mining/dtw/dtw_articles.csv,analytical_methods::temporal_analysis,analytical_methods,temporal_analysis,orient,continuous positive airway pressure adherence trajectories; summed discrete fréchet; sleep apnea; dynamic time; fréchet,,0.0,0.0,0.1429,0.0,0.0,0.1643,include,score=0.164,
2428,"Reimagining kidney value-based care: leveraging data science for dynamic, clinician-level risk prediction.",2026,HSH9bcb875d,"Baughman, Nagy, Parikh",9,data/chapter1/1.3_methodological/temporal_causality/temporal_causality_articles.csv,analytical_methods::temporal_analysis,analytical_methods,temporal_analysis,orient,"data science; kidney value-based care; dynamic, clinician-level risk prediction",,0.0,0.0476,0.0,0.0,0.0,0.0547,include,score=0.055,
2450,Development and temporal validation of machine learning models for predicting clinically relevant medication reconciliation discrepancies at the emergency department: A single-center retrospective study.,2026,HSH557cd5d0,"Van De Sijpe, Schrooten, De Winter, Van der Linden, Vanbrabant, Dompas, Bertels, De Vos, Spriet",10,data/chapter1/1.3_methodological/target_leakage/target_leakage_articles.csv,analytical_methods::target_leakage,analytical_methods,target_leakage,orient,machine learning models; temporal validation; clinically relevant medication reconciliation discrepancies; development; the emergency department,,0.05,0.0,0.0,0.0,0.0,0.0575,include,score=0.057,
2522,Interpretable Machine Learning Models Based on Shapley Additive Explanations for Predicting the Risk of Cerebrospinal Fluid Leakage in Lumbar Fusion Surgery.,2024,HSH557cd5d0,"Guo, Wang, Ye, Li, Bao, Shi, Yang, Yin, Wu",10,data/chapter1/1.3_methodological/target_leakage/target_leakage_articles.csv,clinical_outcomes::polypharmacy_ed|analytical_methods::explainable_ai|analytical_methods::target_leakage,clinical_outcomes,polypharmacy_ed,act,cerebrospinal fluid leakage; shapley additive explanations; interpretable machine learning models; lumbar fusion surgery; lumbar,,0.05,0.0,0.0,0.0,0.3,0.3,include,score=0.300,
2560,Methadone Dose and Patient-Directed Discharge in Hospitalized Patients With Opioid Use Disorder.,2026,HSHa1b5b21f,"Meredith, Garneau, Feder, Buresh",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,hospitalized patients; opioid use disorder; methadone dose; patient-directed discharge,,0.0,0.1429,0.0,0.0,0.0,0.1429,include,score=0.143,
2564,Changing undergraduate nursing students' perceptions of opioid use disorder and harm reduction: A brief qualitative report.,2026,HSHa1b5b21f,"Kameg, Lepore, Wood, Herb, Matthews, Mitchell",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,undergraduate nursing students perceptions; disorder and harm reduction; a brief qualitative report,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
2565,"Determinants of Illness Severity and Mortality Risk Among Hospitalized Patients With Opioid Use Disorder: A National Analysis, 2015-2022.",2026,HSHa1b5b21f,"Qeadan, Thornquist, Tingey",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,opioid use disorder; hospitalized patients; illness severity and mortality risk; illness severity and mortality risk among hospitalized patients with opioid; determinants,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
2568,Detecting Suicidality in Opioid Use Disorder Requires an Understanding of Intentional Opioid Overdose.,2026,HSHa1b5b21f,"Spaderna, Bergeria",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,opioid use disorder; intentional opioid; suicidality; an understanding,,0.0,0.1429,0.0,0.0,0.0,0.1429,include,score=0.143,
2576,Characteristics of Emergency Department Visits Among Midlife and Older Adults Screening Positive for Alcohol Misuse.,2026,HSHa1b5b21f,"Lebin, Hensen, Lun, Goldberg, Lum, Hoppe",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,older adults; emergency department; older adults screening positive for alcohol misuse; alcohol misuse; midlife,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
2580,Polygenic risk scores reveal genetic underpinnings of comorbidity betweensubstance use disorders and ADHD.,2026,HSHa1b5b21f,"Horstman, Koller, Cabana-Domínguez, Llonga, Icick, Vorspan, Grau-López, van den Brink, Fóthi, Barta, Ramos-Quiroga, Kaye, Farrell, Allsop, Brynte, Franck, van Emmerik-van Oortmerssen, Demetrovics, Kapitány-Fövény, Matthys, Dom, Ribases, Schellekens",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,comorbidity betweensubstance use disorders; genetic underpinnings; polygenic risk scores; adhd,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
2581,Lifetime psychedelic use and opioid use disorder severity in a National Survey: the roles of psychedelic type and mental health.,2026,HSHa1b5b21f,"Ehmann, Hager, Regier, Jones, Allen",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,lifetime psychedelic use; psychedelic type; disorder severity; mental health; lifetime,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
2585,Prevalence and correlates of drug use during incarceration among people with opioid use disorder: A focused decision tree analysis.,2026,HSHa1b5b21f,"Jadkarim, Wang, Cloud, Rajeevan, Brinkley-Rubinstein",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,drug use; opioid use; disorder; incarceration; people,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
2607,Descriptive Exploration of Features Among Infants With Prenatal Fentanyl Exposure in a Multisite Cohort of Maternal-Infant Dyads Affected by Opioid Use Disorder.,2026,HSHa1b5b21f,"Dorsey, Rasmussen, Cragan, Kim, Sanjuan, Wright, Williams, Woodworth, Smid, Terplan, Seligman, Thomas, O'Connor, Wachman, Leeman, Henninger, Benninger, Rood, Shakib, Davidson, Board",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,prenatal fentanyl exposure; opioid use disorder; descriptive exploration; infants; features,,0.0,0.1429,0.0,0.0,0.0,0.1429,include,score=0.143,
2608,Real-world deployment of machine learning models for opioid overdose and opioid use disorder: a systematic review of clinical and operational lessons for addiction medicine.,2026,HSHa1b5b21f,Eskandar,11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed|clinical_outcomes::polypharmacy_ed,clinical_outcomes,opioid_ed,act,machine learning models; addiction medicine; disorder; clinical and operational lessons; real-world deployment,,0.05,0.1429,0.0,0.0,0.0,0.1429,include,score=0.143,
2609,Appropriate Clinical Response Following Opioid Overdose: A Retrospective Analysis Within the Veterans Health Administration System.,2026,HSHa1b5b21f,"Kazemitabar, Reisman, Sung, Kerns, Druhl, Yu, Li, Becker, Gordon",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,opioid; overdose; the veterans health administration system,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
2613,Clinical characteristics related to suicidal behaviors among outpatients with opioid use disorder: A cross-sectional study.,2025,HSHa1b5b21f,"Palma-Álvarez, Daigre, Ortega-Hernández, Ros-Cucurull, Rios-Landeo, Gamboa, Perea-Ortueta, Sorribes, Roncero, Ramos-Quiroga, Grau-López",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,suicidal behaviors; opioid use; clinical characteristics; disorder; outpatients,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
2618,Factors Associated With Opioid-Involved Overdose: Descriptive Data From a Randomized Controlled Trial Evaluating Extended-Release Buprenorphine for Perinatal Opioid Use Disorder.,2026,HSHa1b5b21f,"Witcraft, Holcomb, Wei, Cochran, Winhusen, Lofwall, Martin, Young, Spinali, Guille",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,descriptive data; perinatal opioid; use disorder; a randomized controlled trial evaluating extended-release buprenorphine; factors,,0.0,0.1905,0.0,0.0,0.0,0.1905,include,score=0.191,
2639,Differences in Diagnosis and Treatment Across Racial-Ethnic Groups with Co-Occurring Chronic Pain and Opioid Use Disorder: A Scoping Review.,2025,HSHa1b5b21f,"Nunes, Costa, Cerezo-Matias, Funaro, Campbell, De Aquino",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,co-occurring chronic pain; opioid use disorder; scoping review; treatment; racial-ethnic groups,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
2659,Relationship Between Palliative Care and Location of Death Among People With Opioid Use Disorder: A Retrospective Cohort Study.,2026,HSHa1b5b21f,"Boucher, Lau, Scott, Everett, Gomes, Tanuseputro, Jennings, Bagnarol, Zimmermann, McLeod, Isenberg",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,opioid use disorder; palliative care; location; death; people,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
2719,How perioperative processes and patient-reported outcomes contribute to persistent postoperative opioid use: A cohort study linking clinical and health claims data.,2025,HSHa1b5b21f,"Komann, Arnold, Dreiling, Rose, Kubulus, Volk, Baumbach, Fleischmann-Struzek, Meißner, Schwarzkopf",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,persistent postoperative opioid use; clinical and health claims data; patient-reported outcomes; a cohort study; how perioperative processes,,0.05,0.0476,0.0,0.0,0.0,0.05,include,score=0.050,
2722,Opioid overdose and mortality among people who use or inject drugs in Myanmar: A large register-based study.,2025,HSHa1b5b21f,"Sjöland, Kyaw, Kan, Ziegel, Deuba, Lin, Strömdahl, Liljeros, Hammarberg, Kåberg, Yu Naing, Ekström",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,myanmar; drugs; people; who,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
