article_id,title,pubdate,pmc_id,authors,search_num,source_file,ontology_nodes,domain_primary,node_primary,ooda_phase_primary,key_phrases,comprehend_entities,rq1_score,rq2_score,n1_score,n4_score,n5_score,composite_score,include_recommended,screen_reason,human_decision
4794,Toosendanin-induced liver damage through irreparable DNA damage and autophagy flow blockade.,2025,HSH9b503762,"Lin, Zhang, Gao, Wu, Yang, Tian, Lv, Li, Chen, Zhang, Hu, Zhu",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,irreparable dna damage; autophagy flow blockade; toosendanin-induced liver damage,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
4797,Berberine-loaded albumin nanoparticles alleviate liver damage in rats by modulating mitochondrial biogenesis and mitochondria-endoplasmic reticulum interactions.,2025,HSH9b503762,"Zaied, Ashmawy, Abdel Karim, Ghareeb, El Wakil",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,mitochondrial biogenesis; liver damage; rats; berberine-loaded albumin nanoparticles; mitochondria-endoplasmic reticulum interactions,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
4798,TransformDDI: The Transformer-Based Joint Multi-Task Model for End-to-End Drug-Drug Interaction Extraction.,2025,HSH9b503762,"Zaikis, Vlahavas",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,end,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
4827,Adverse drug event profile of pharmacotherapies for alcohol use disorder: a retrospective pharmacovigilance disproportionality analysis study.,2025,HSH9b503762,Sridharan,13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed|clinical_outcomes::pharmacovigilance,clinical_outcomes,polypharmacy_ed,act,alcohol use disorder; adverse drug event profile; a retrospective pharmacovigilance disproportionality analysis study; pharmacotherapies,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
4873,ComNet: A Multiview Deep Learning Model for Predicting Drug Combination Side Effects.,2025,HSH9b503762,"Zhang, Liu, Shang, Chen, Zuo, Wu, Long",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,drug combination side effects; a multiview deep learning model; comnet,,0.05,0.0,0.0,0.0,0.0,0.125,include,score=0.125,
4922,Interpretable prediction of drug-drug interactions via text embedding in biomedical literature.,2025,HSH9b503762,"Jung, Yoo",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,biomedical literature; interpretable prediction; drug-drug interactions; text,,0.05,0.0,0.0,0.0,0.1,0.1,include,score=0.100,
4924,EDDINet: Enhancing drug-drug interaction prediction via information flow and consensus constrained multi-graph contrastive learning.,2025,HSH9b503762,"Wang, Zhuang, Ding, Tiwari, Liang",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,consensus constrained multi-graph contrastive learning; information flow; drug-drug interaction prediction; eddinet,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
4959,Diltiazem mitigates acute liver injury by targeting NFκB-TXNIP/NLRP3 axis in Rats: New insights beyond calcium channel blockade.,2024,HSH9b503762,"Elnaghy, Shehatou, Abd El-Kader, Saber",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,liver injury; calcium channel blockade; diltiazem mitigates; rats; diltiazem,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
4981,MRGCDDI: Multi-Relation Graph Contrastive Learning Without Data Augmentation for Drug-Drug Interaction Events Prediction.,2026,HSH9b503762,"Li, Hou, You, Yuan, Mi, Huang, Yi",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,multi-relation graph contrastive learning; data augmentation; drug-drug interaction events prediction; multi-relation graph contrastive learning without data augmentation for drug-drug interaction events prediction; mrgcddi,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
4993,"IMPACT OF REAL-LIFE ENVIRONMENTAL EXPOSURES ON REPRODUCTION: A contemporary review of machine learning to predict adverse pregnancy outcomes from pharmaceuticals, including DDIs.",2024,HSH9b503762,"Gardella, Abrahamsson, Zelikoff",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,adverse pregnancy outcomes; on reproduction; real-life environmental exposures; pharmaceuticals; impact,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5015,"Sorafenib and SIAIS361034, a novel PROTAC degrader of BCL-xL, display synergistic antitumor effects on hepatocellular carcinoma with minimal hepatotoxicity.",2024,HSH9b503762,"Zhang, Tao, Xu, Jiang, Yang, Huang, Tan",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,synergistic antitumor effects; hepatocellular carcinoma; minimal hepatotoxicity; a novel protac degrader; siais361034,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5033,Adenylate cyclase 1 knockdown attenuates pirarubicin-induced cardiotoxicity.,2024,HSH9b503762,"Zhang, Shu, Huang, Cheng, Ji, Wei, Ren",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,pirarubicin-induced cardiotoxicity; 1 knockdown,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5056,Occurrence of somnolence and respiratory depression induced by pregabalin and mirogabalin use and the influence of opioid treatment using the Japanese adverse drug event report database.,2024,HSH9b503762,"Kato, Koseki, Kondo",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,opioid treatment; the japanese adverse drug event report database; japanese; pregabalin; mirogabalin,,0.05,0.0476,0.0,0.0,0.0,0.05,include,score=0.050,
5080,BiRNN-DDI: A Drug-Drug Interaction Event Type Prediction Model Based on Bidirectional Recurrent Neural Network and Graph2Seq Representation.,2025,HSH9b503762,"Wang, Feng, Cao",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,bidirectional recurrent neural network; drug-drug interaction event type prediction model based; bidirectional recurrent neural network and graph2seq representation; a drug-drug interaction event type prediction model; birnn-ddi,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5121,DDI Prediction With Heterogeneous Information Network - Meta-Path Based Approach.,2024,HSH9b503762,"Tanvir, Saifuddin, Islam, Akbas",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,ddi prediction; heterogeneous information network - meta-path based approach,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5138,Association of non-steroidal anti-inflammatory drug use with encephalopathy development: An analysis using the United States Food and Drug Administration Adverse Event Reporting System (FAERS) and Japanese Adverse Drug Event Report (JADER) databases.,2024,HSH9b503762,"Kawada, Ishida, Yoshioka, Fukuda, Hayashi, Goda, Ishizawa",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed|clinical_outcomes::pharmacovigilance,clinical_outcomes,polypharmacy_ed,act,japanese adverse drug event report; non-steroidal anti-inflammatory drug use; adverse event; encephalopathy development; the united states food and drug administration adverse event reporting system,,0.1,0.0,0.0,0.0,0.0,0.1,include,score=0.100,
5170,"Polypharmacy, drug-drug interactions, and adverse drug reactions among systemic sclerosis patients: A cross-sectional risk factor study.",2024,HSH9b503762,"Boukhlal, Chouchana, Saadi, Casadevall, Cohen, Dunogue, Murarasu, Regent, Mouthon, Chaigne",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,systemic sclerosis patients,,0.05,0.0,0.0,0.0,0.0,0.125,include,score=0.125,
5181,MGDDI: A multi-scale graph neural networks for drug-drug interaction prediction.,2024,HSH9b503762,"Geng, Wang, Xu, Wang, Ma, Duan, Zhang, Mao",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,a multi-scale graph neural networks; drug-drug interaction prediction; mgddi,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5199,Polypharmacy as Formal Training and a Model of Practice.,2024,HSH9b503762,"Schuh, Crosby",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,formal training; polypharmacy; practice; a model,,0.05,0.0,0.0,0.0,0.0,0.125,include,score=0.125,
5254,A clinical-pharmaceutical medication reconciliation with patient interview for a medication review to identify drug-related problems in elective patients during hospital admission.,2024,HSH9b503762,"Schmidt, Oetting, Spiegel, Zube, Bertsche",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,elective patients; patient interview; hospital admission; drug-related problems; a medication review,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5263,AutoDDI: Drug-Drug Interaction Prediction With Automated Graph Neural Network.,2024,HSH9b503762,"Gao, Wu, Al-Sabri, Oloulade, Chen",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,automated graph neural network; drug-drug interaction prediction with automated graph neural network; autoddi: drug-drug interaction prediction,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5280,High Probability of Gene-Drug Interactions Associated with Medication Side Effects in Adolescent Depression: Results from a Randomized Controlled Trial of Pharmacogenetic Testing.,2024,HSH9b503762,"Nooraeen, Croarkin, Geske, Shekunov, Orth, Romanowicz, Frye, Vande Voort",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed|clinical_outcomes::pharmacovigilance,clinical_outcomes,polypharmacy_ed,act,medication side effects; adolescent depression; high probability; pharmacogenetic testing; results,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5315,Study on the chronic inflammatory injury caused by Ageratina adenophora on goat liver using metabolomics.,2024,HSH9b503762,"Shao, Huang, Okyere, Muhammad, Wang, Wang, Wang, Hu",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,ageratina adenophora; goat liver; ageratina; the chronic inflammatory injury; study,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5348,mtADENet: A novel interpretable method integrating multiple types of network-based inference approaches for prediction of adverse drug events.,2024,HSH9b503762,"Yu, Wu, Zhou, Chen, Li, Liu, Tang",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,multiple types; adverse drug events; prediction; network-based inference; a novel interpretable method,,0.1,0.0,0.0,0.0,0.1,0.1,include,score=0.100,
5351,Polypharmacy and Drug Interactions in the COVID-19 Pandemic.,2023,HSH9b503762,"Barcia, Keller, Bello, Azzato, Diez, Giunti",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,polypharmacy and drug interactions; the covid-19 pandemic,,0.05,0.0,0.0,0.0,0.0,0.125,include,score=0.125,
5373,Drug-drug interactions and the risk of adverse drug reaction-related hospital admissions in the older population.,2024,HSH9b503762,"Hughes, Moriarty, Bennett, Cahir",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,adverse drug reaction-related hospital admissions; drug-drug interactions; the older population; the risk,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5381,[Translated article] Safety profile of nirmatrelvir-ritonavir: Evidence of adverse events due to DDIs.,2024,HSH9b503762,"González-Gómez, Caro-Teller, González-Barrios, Castro-Frontiñán, Rodríguez-Quesada, Ferrari-Piquero",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,safety profile; adverse events; evidence; ddis; nirmatrelvir-ritonavir,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5402,The prevalence and impact of polypharmacy in rheumatology.,2023,HSH9b503762,"Lewis, Östör",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,impact; polypharmacy; rheumatology; the prevalence,,0.05,0.0,0.0,0.0,0.0,0.125,include,score=0.125,
5403,MATT-DDI: Predicting multi-type drug-drug interactions via heterogeneous attention mechanisms.,2023,HSH9b503762,"Lin, Mao, Hong, Lin, Wei, Xiong",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,multi-type drug-drug interactions; heterogeneous attention mechanisms; matt; matt-ddi,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5424,Cost-utility analysis and cross-country comparison of pharmacogenomics-guided treatment in colorectal cancer patients participating in the U-PGx PREPARE study.,2023,HSH9b503762,"Fragoulakis, Roncato, Bignucolo, Patrinos, Toffoli, Cecchin, Mitropoulou",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed|clinical_outcomes::pharmacovigilance,clinical_outcomes,polypharmacy_ed,act,cross-country comparison; colorectal cancer patients; pharmacogenomics-guided treatment; prepare; cost-utility analysis,,0.1,0.0,0.0,0.0,0.0,0.125,include,score=0.125,
5428,DDI-GCN: Drug-drug interaction prediction via explainable graph convolutional networks.,2023,HSH9b503762,"Zhong, Zheng, Chen, Zhao, Gao, Dong, Luo, Weng",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,explainable graph convolutional networks; ddi-gcn: drug-drug interaction prediction,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5460,P-Glycoprotein-Mediated Interaction Is a Risk Factor for QT Prolongation in Concomitant Use of Antipsychotics and SSRIs as P-Glycoprotein-Mediated Inhibitors: Analysis of the Japanese Adverse Drug Event Report Database.,2024,HSH9b503762,"Morishita, Perera, Sunakawa, Kimura, Yoshida, Ogihara",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,qt prolongation; concomitant use; the japanese adverse drug event report database; analysis; ssris,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5483,HF-DDI: Predicting Drug-Drug Interaction Events Based on Multimodal Hybrid Fusion.,2023,HSH9b503762,"Huang, Xie, Yao, Liu, Wang, Peng",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,multimodal hybrid fusion; drug-drug interaction events; predicting drug-drug interaction events based on; hf-ddi,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5489,Adverse drug events caused by three high-risk drug-drug interactions in patients admitted to intensive care units: A multicentre retrospective observational study.,2024,HSH9b503762,"Klopotowska, Leopold, Bakker, Yasrebi-de Kom, Engelaer, de Jonge, Haspels-Hogervorst, van den Bergh, Renes, Jong, Kieft, Wieringa, Hendriks, Lau, van Bree, Lammers, Wierenga, Bosman, de Jong, Slijkhuis, Franssen, Vermeijden, Masselink, Purmer, Bosma, Hoeksema, Wesselink, de Lange, de Keizer, Dongelmans, Abu-Hanna",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,adverse drug events; intensive care units; patients; a multicentre retrospective observational study; three high-risk drug-drug interactions,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5543,Adverse drug reactions in the ambulatory internal patients at the emergency department: Focus on causality assessment and drug-drug interactions.,2023,HSH9b503762,"Verbič, Brvar, Kos",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,adverse drug reactions; causality assessment; drug-drug interactions; the ambulatory internal patients; the emergency department,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5548,"A Case Series on Serotonin Syndrome from Concomitant use of linezolid With Methadone, Buprenorphine, and/or Dextroamphetamine.",2024,HSH9b503762,"Huang, Edrees, Lee",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::opioid_ed|clinical_outcomes::polypharmacy_ed,clinical_outcomes,opioid_ed,act,concomitant use; serotonin syndrome; linezolid; concomitant; methadone,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
5566,Veterans Health Administration: Implementation of pharmacogenomic clinical decision support with statin medications and the SLCO1B1 gene as an exemplar.,2023,HSH9b503762,"Tomcsanyi, Tran, Bates, Cunningham, Silverman, Norris, Moore, Voora",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,pharmacogenomic clinical decision support; veterans health administration; statin medications; statin; implementation,,0.1,0.0,0.0,0.0,0.0,0.125,include,score=0.125,
5605,Plasma and Hepatic Exposures of Celecoxib and Diclofenac Prescribed Alone in Patients with Cytochrome P450 2C9*3 Modeled after Virtual Oral Administrations and Likely Associated with Adverse Drug Events Reported in a Japanese Database.,2023,HSH9b503762,"Adachi, Ohyama, Tanaka, Nakano, Sato, Murayama, Shimizu, Saito, Yamazaki",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,adverse drug events; virtual oral administrations; cytochrome p450; patients; celecoxib and diclofenac prescribed,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5613,Polypharmacy stewardship: a novel approach to tackle a major public health crisis.,2023,HSH9b503762,"Daunt, Curtin, O'Mahony",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,polypharmacy stewardship; a major public health crisis; a novel approach,,0.05,0.0,0.0,0.0,0.0,0.125,include,score=0.125,
5654,Polypharmacy in Older Adults: A Case Study.,2023,HSH9b503762,"Siler, Fuller, Whaley, Keating",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,older adults; older adults: a case study,,0.05,0.0,0.0,0.0,0.0,0.125,include,score=0.125,
5672,Impact of Concomitant Use of Azoles on Bortezomib-related Adverse Drug Reactions Using JADER.,2023,HSH9b503762,"Imatoh, Matsumoto, Haramaki, Migita",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,concomitant use; bortezomib-related adverse drug reactions; azoles; impact; jader,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5699,Improving drug-drug interactions prediction with interpretability via meta-path-based information fusion.,2023,HSH9b503762,"Zhao, Yuan, Shen, Jiang, Shi, He, Hu",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed|analytical_methods::explainable_ai,clinical_outcomes,polypharmacy_ed,act,drug-drug interactions prediction; interpretability; meta-path-based information fusion,,0.0,0.0,0.0,0.0,0.1,0.1,include,score=0.100,
5700,High hepatic and plasma exposures of atorvastatin in subjects harboring impaired cytochrome P450 3A4∗16 modeled after virtual administrations and possibly associated with statin intolerance found in the Japanese adverse drug event report database.,2023,HSH9b503762,"Adachi, Ohyama, Tanaka, Sato, Murayama, Shimizu, Saito, Yamazaki",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,impaired cytochrome; statin intolerance; virtual administrations; the japanese adverse drug event report database; atorvastatin,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5702,"A 12-gene pharmacogenetic panel to prevent adverse drug reactions: an open-label, multicentre, controlled, cluster-randomised crossover implementation study.",2023,HSH9b503762,"Swen, van der Wouden, Manson, Abdullah-Koolmees, Blagec, Blagus, Böhringer, Cambon-Thomsen, Cecchin, Cheung, Deneer, Dupui, Ingelman-Sundberg, Jonsson, Joefield-Roka, Just, Karlsson, Konta, Koopmann, Kriek, Lehr, Mitropoulou, Rial-Sebbag, Rollinson, Roncato, Samwald, Schaeffeler, Skokou, Schwab, Steinberger, Stingl, Tremmel, Turner, van Rhenen, Dávila Fajardo, Dolžan, Patrinos, Pirmohamed, Sunder-Plassmann, Toffoli, Guchelaar",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,"adverse drug reactions; an open-label, multicentre, controlled, cluster-randomised crossover implementation study; a 12-gene pharmacogenetic panel; 12",,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5718,Multidrug Interactions: Why Do They Occur and How to Handle?,2023,HSH9b503762,"Dow, Michaud, Turgeon",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,they,,0.0,0.0,0.0,0.0,0.0,0.125,include,score=0.125,
5723,The Growing Epidemic of Opioid Use Disorder in the Elderly and Its Treatment: A Review of the Literature.,2023,HSH9b503762,"Konakanchi, Sethi",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::opioid_ed|clinical_outcomes::polypharmacy_ed,clinical_outcomes,opioid_ed,act,opioid use disorder; elderly; the growing epidemic of opioid use disorder; the growing epidemic; the elderly,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
5732,Serotonin 5-HT1A receptors and their interactions with adenosine A2A receptors in Parkinson's disease and dyskinesia.,2023,HSH9b503762,"Pinna, Parekh, Morelli",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,adenosine a2a receptors; serotonin; dyskinesia; parkinsons disease; 5-ht1a receptors,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5739,Identification of polypharmacy patterns in new-users of metformin using the Apriori algorithm: A novel framework for investigating concomitant drug utilization through association rule mining.,2023,HSH9b503762,"Faquetti, la Torre, Burkard, Obozinski, Burden",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed|analytical_methods::association_rules,clinical_outcomes,polypharmacy_ed,act,concomitant drug utilization; association rule mining; polypharmacy patterns; metformin; apriori,,0.05,0.0,0.0,0.2222,0.0,0.25,include,score=0.250,
5741,R2-DDI: relation-aware feature refinement for drug-drug interaction prediction.,2023,HSH9b503762,"Lin, Wu, Zhu, Liang, Xia, Xie, Qin, Liu",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,drug-drug interaction prediction; r2-ddi: relation-aware feature refinement,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5770,DGANDDI: Double Generative Adversarial Networks for Drug-Drug Interaction Prediction.,2023,HSH9b503762,"Yu, Li, Shi",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,double generative adversarial networks; drug-drug interaction prediction; dganddi,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5788,Severity of emergency department presentations due to acute drug toxicity in Europe: a longitudinal analysis over a 6-year period (2014-2019) stratified by sex.,2023,HSH9b503762,"Miró, Burillo-Putze, Schmid, Salgado, Liechti, Dines, Giraudon, Heyerdahl, Hovda, Vallersne, Eyer, Wood, Yates, Dargan, Galicia",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed|analytical_methods::temporal_analysis,clinical_outcomes,polypharmacy_ed,act,acute drug toxicity; emergency department presentations; europe; severity; sex,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5795,Interpretable Ensembles of Classifiers for Uncertain Data With Bioinformatics Applications.,2023,HSH9b503762,"Maia, Plastino, Freitas, de Magalhaes",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,uncertain data; bioinformatics applications; interpretable ensembles; classifiers,,0.0,0.0,0.0,0.0,0.1,0.1,include,score=0.100,
5798,How do others cope? Extracting coping strategies for adverse drug events from social media.,2023,HSH9b503762,"Dirkson, Verberne, van Oortmerssen, Gelderblom, Kraaij",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,adverse drug events; social media; strategies; others,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
5813,Implementing comprehensive pharmacogenomics in a community hospital-associated primary care setting.,2023,HSH9b503762,"Wick, Schmidlen, Grande, Moretz, Ashcraft, Green, Moyer, Blaxall",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed|clinical_outcomes::pharmacovigilance|technical_infrastructure::routine_care_utilization,clinical_outcomes,polypharmacy_ed,act,comprehensive pharmacogenomics; a community hospital-associated primary care setting,,0.05,0.0,0.0,0.0,0.0,0.125,include,score=0.125,
5821,Polypharmacy in Oncology.,2022,HSH9b503762,"Cheng, Azizoddin, Maranzano, Sargsyan, Shen",13,data/chapter1/1.2_clinical_background/drug_interactions/drug_interactions_articles.csv,clinical_outcomes::polypharmacy_ed,clinical_outcomes,polypharmacy_ed,act,oncology; polypharmacy,,0.05,0.0,0.0,0.0,0.0,0.125,include,score=0.125,
