title,pubdate,pmc_id,authors
A real-world pharmacovigilance analysis of eslicarbazepine acetate using the FDA adverse events reporting system (FAERS) database from 2013 (Q4) to 2024 (Q1).,2024,PMC11449726,"Tang, Xu, Zhang, Chen, Song, Ma, Zhao, Zhao"
A real-world pharmacovigilance analysis of omadacycline in FDA adverse event reporting system (FAERS) database.,2025,PMC11996809,"Shi, Wang, Liu, Zou, Guo"
A real-world pharmacovigilance analysis of potential ototoxicity associated with sacubitril/valsartan based on FDA Adverse Event Reporting System (FAERS).,2024,PMC11686400,"Wang, Wang, Chen, Wang"
A real-world pharmacovigilance analysis of the FDA adverse event reporting system database for emicizumab.,2025,NA,"Li, Huang, Jiang"
A real-world pharmacovigilance analysis of the FDA adverse event reporting system events for polatuzumab vedotin.,2025,NA,"Xu, Huang, Liu, Liu, Liu, Wang, Shen"
A real-world pharmacovigilance assessment of drug-related carcinoembryonic antigen increase.,2025,PMC12440502,"Du, Liang, Liu, Jiang, Wang"
A real-world pharmacovigilance case/non-case study of FDA adverse event reporting system events for mannitol.,2025,NA,"Jin, Liu, Zhao"
A real-world pharmacovigilance study and pharmacological analysis of sulfasalazine based on the FDA adverse event reporting system (FAERS) database.,2025,NA,"Guo, Tang, Luo, Zhang, Deng, Fu, Shen, Li, Xie, Hang, Fan, Wang"
A real-world pharmacovigilance study of Certolizumab pegol based on FAERS database.,2025,PMC12325714,"Liu, Yin, Fan, Zhang, Zhao"
A real-world pharmacovigilance study of FDA Adverse Event Reporting System (FAERS) events for Bruton's tyrosine kinase inhibitors (BTKis) single and its combination therapy.,2024,NA,"Xiang, Shen, Xiang, Zhu, Gu, Shen, Zhang, Ge"
A real-world pharmacovigilance study of FDA Adverse Event Reporting System (FAERS) events for Definity.,2025,PMC12396717,"Jiang, Yin, Li, Teng"
A real-world pharmacovigilance study of FDA Adverse Event Reporting System (FAERS) events for osimertinib.,2022,PMC9664039,"Yin, Shu, Zhu, Li, Li"
A real-world pharmacovigilance study of FDA Adverse Event Reporting System (FAERS) events for venetoclax.,2022,PMC9728853,"Yang, Shu, Chen, Yin, Li, Li"
