combination,drug_names,interaction_size,n_bins,mean_combined_importance,total_patient_rule_profile_support,total_strict_rule_support
item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL|item_drug_MUPIROCIN,HYDROCHLOROTHIAZIDE + LISINOPRIL + MUPIROCIN,3,8,0.01026065505861777,12616,12616
item_drug_AMOXICILLIN|item_drug_BENZONATATE|item_drug_MUPIROCIN,AMOXICILLIN + BENZONATATE + MUPIROCIN,3,8,0.01021320008907602,13279,13255
item_drug_AMOXICILLIN|item_drug_FLUCONAZOLE,AMOXICILLIN + FLUCONAZOLE,2,8,0.010061520504583006,15615,15615
item_drug_CEPHALEXIN|item_drug_ERYTHROMYCIN|item_drug_METRONIDAZOLE,CEPHALEXIN + ERYTHROMYCIN + METRONIDAZOLE,3,8,0.00987201228247755,15613,14022
item_drug_AZITHROMYCIN|item_drug_MUPIROCIN|item_drug_OMEPRAZOLE,AZITHROMYCIN + MUPIROCIN + OMEPRAZOLE,3,8,0.009789019243869216,12616,12616
item_drug_ATENOLOL|item_drug_HYDROCHLOROTHIAZIDE|item_drug_SIMVASTATIN,ATENOLOL + HYDROCHLOROTHIAZIDE + SIMVASTATIN,3,8,0.009770672599351923,7235,6851
item_drug_KETOCONAZOLE|item_drug_PREDNISONE,KETOCONAZOLE + PREDNISONE,2,8,0.00968697076680107,13764,13724
item_drug_IBUPROFEN|item_drug_SIMVASTATIN,IBUPROFEN + SIMVASTATIN,2,8,0.009648814990122644,13486,13486
item_drug_AMOXICILLIN|item_drug_LISINOPRIL|item_drug_METRONIDAZOLE,AMOXICILLIN + LISINOPRIL + METRONIDAZOLE,3,8,0.009567580771246637,7481,7481
item_drug_ERYTHROMYCIN|item_drug_KETOCONAZOLE|item_drug_PREDNISONE,ERYTHROMYCIN + KETOCONAZOLE + PREDNISONE,3,8,0.009544200816130517,13764,13724
item_drug_ERYTHROMYCIN|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,ERYTHROMYCIN + OMEPRAZOLE + PREDNISONE,3,8,0.009448405949418742,13693,7995
item_drug_AMOXICILLIN|item_drug_MUPIROCIN|item_drug_SIMVASTATIN,AMOXICILLIN + MUPIROCIN + SIMVASTATIN,3,8,0.0093713501009616,12616,12616
item_drug_CEPHALEXIN|item_drug_LISINOPRIL|item_drug_MELOXICAM,CEPHALEXIN + LISINOPRIL + MELOXICAM,3,8,0.009319072740638645,10294,8868
item_drug_GABAPENTIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_SIMVASTATIN,GABAPENTIN + HYDROCHLOROTHIAZIDE + SIMVASTATIN,3,8,0.009302903912845772,6892,6862
item_drug_LEVOFLOXACIN|item_drug_METRONIDAZOLE|item_drug_OMEPRAZOLE,LEVOFLOXACIN + METRONIDAZOLE + OMEPRAZOLE,3,8,0.009289607841876109,3295,3270
item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN,HYDROCHLOROTHIAZIDE + IBUPROFEN,2,8,0.00917667216625215,13486,13486
item_drug_FLUCONAZOLE|item_drug_NAPROXEN|item_drug_PREDNISONE,FLUCONAZOLE + NAPROXEN + PREDNISONE,3,8,0.009073617791241075,15615,15615
item_drug_AMOXICILLIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN,AMOXICILLIN + HYDROCHLOROTHIAZIDE + MUPIROCIN,3,8,0.00905658821838127,12616,12616
item_drug_ALPRAZOLAM|item_drug_ERYTHROMYCIN|item_drug_PREDNISONE,ALPRAZOLAM + ERYTHROMYCIN + PREDNISONE,3,8,0.009043415113364029,13862,13822
item_drug_AMOXICILLIN|item_drug_CARVEDILOL|item_drug_MELOXICAM,AMOXICILLIN + CARVEDILOL + MELOXICAM,3,8,0.009040086209850659,10536,6944
item_drug_CLOPIDOGREL|item_drug_HYDROCHLOROTHIAZIDE,CLOPIDOGREL + HYDROCHLOROTHIAZIDE,2,8,0.008952117639108793,1250,1136
item_drug_AZITHROMYCIN|item_drug_ERYTHROMYCIN|item_drug_KETOCONAZOLE,AZITHROMYCIN + ERYTHROMYCIN + KETOCONAZOLE,3,8,0.008937688273260459,14379,14379
item_drug_AZITHROMYCIN|item_drug_ERYTHROMYCIN|item_drug_OMEPRAZOLE,AZITHROMYCIN + ERYTHROMYCIN + OMEPRAZOLE,3,8,0.008841893406548684,14308,8650
item_drug_IBUPROFEN|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,IBUPROFEN + OMEPRAZOLE + SIMVASTATIN,3,8,0.008806055230577158,13486,13486
item_drug_AZITHROMYCIN|item_drug_KETOCONAZOLE,AZITHROMYCIN + KETOCONAZOLE,2,8,0.008777201952495981,14379,14379
item_drug_AMOXICILLIN|item_drug_FLUCONAZOLE|item_drug_NAPROXEN,AMOXICILLIN + FLUCONAZOLE + NAPROXEN,3,8,0.008773748325762238,15615,15615
item_drug_AZITHROMYCIN|item_drug_MUPIROCIN|item_drug_SIMVASTATIN,AZITHROMYCIN + MUPIROCIN + SIMVASTATIN,3,8,0.008756077491437374,12616,12616
item_drug_LISINOPRIL|item_drug_MELOXICAM,LISINOPRIL + MELOXICAM,2,8,0.00874145429631213,10604,9178
item_drug_IBUPROFEN|item_drug_MUPIROCIN|item_drug_OMEPRAZOLE,IBUPROFEN + MUPIROCIN + OMEPRAZOLE,3,8,0.008703598366126417,12616,12616
item_drug_KETOCONAZOLE|item_drug_METRONIDAZOLE|item_drug_PREDNISONE,KETOCONAZOLE + METRONIDAZOLE + PREDNISONE,3,8,0.008655734273949238,13762,12131
item_drug_AMOXICILLIN|item_drug_KETOCONAZOLE|item_drug_PREDNISONE,AMOXICILLIN + KETOCONAZOLE + PREDNISONE,3,8,0.008604725652277526,13764,13724
item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,HYDROCHLOROTHIAZIDE + IBUPROFEN + OMEPRAZOLE,3,8,0.00849129334799683,13486,13486
item_drug_AZITHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN,AZITHROMYCIN + HYDROCHLOROTHIAZIDE + MUPIROCIN,3,8,0.008441315608857046,12616,12616
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_ERYTHROMYCIN,ALPRAZOLAM + AZITHROMYCIN + ERYTHROMYCIN,3,8,0.008436902570493971,14477,14477
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_FLUCONAZOLE,AMOXICILLIN + AZITHROMYCIN + FLUCONAZOLE,3,8,0.008333123114779612,15615,15615
item_drug_AMOXICILLIN|item_drug_FLUCONAZOLE|item_drug_METRONIDAZOLE,AMOXICILLIN + FLUCONAZOLE + METRONIDAZOLE,3,8,0.00818800052719925,15613,14022
item_drug_FLUCONAZOLE|item_drug_OFLOXACIN|item_drug_PREDNISONE,FLUCONAZOLE + OFLOXACIN + PREDNISONE,3,8,0.00812686941265053,15615,15615
item_drug_LISINOPRIL|item_drug_MELOXICAM|item_drug_SIMVASTATIN,LISINOPRIL + MELOXICAM + SIMVASTATIN,3,8,0.008096436910904125,10604,9178
item_drug_IBUPROFEN|item_drug_PREDNISONE|item_drug_SIMVASTATIN,IBUPROFEN + PREDNISONE + SIMVASTATIN,3,8,0.008055450250052333,12871,12831
item_drug_AZITHROMYCIN|item_drug_KETOCONAZOLE|item_drug_METRONIDAZOLE,AZITHROMYCIN + KETOCONAZOLE + METRONIDAZOLE,3,8,0.008049221731079179,14377,12786
item_drug_ALPRAZOLAM|item_drug_OFLOXACIN|item_drug_PREDNISONE,ALPRAZOLAM + OFLOXACIN + PREDNISONE,3,8,0.008010084898914641,11775,11763
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_KETOCONAZOLE,AMOXICILLIN + AZITHROMYCIN + KETOCONAZOLE,3,8,0.007998213109407466,14379,14379
item_drug_AMOXICILLIN|item_drug_METRONIDAZOLE|item_drug_SIMVASTATIN,AMOXICILLIN + METRONIDAZOLE + SIMVASTATIN,3,8,0.007972678059585871,7481,7481
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_OFLOXACIN,ALPRAZOLAM + CEPHALEXIN + OFLOXACIN,3,8,0.007870824607916937,11529,11529
item_drug_LEVOFLOXACIN|item_drug_METRONIDAZOLE,LEVOFLOXACIN + METRONIDAZOLE,2,8,0.007844379900796157,3303,3291
item_drug_AMOXICILLIN|item_drug_FLUCONAZOLE|item_drug_OFLOXACIN,AMOXICILLIN + FLUCONAZOLE + OFLOXACIN,3,8,0.007826999947171691,15615,15615
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_HYDROCHLOROTHIAZIDE,ALPRAZOLAM + AMOXICILLIN + HYDROCHLOROTHIAZIDE,3,8,0.007822353689810765,6873,6862
item_drug_NAPROXEN|item_drug_OFLOXACIN|item_drug_PREDNISONE,NAPROXEN + OFLOXACIN + PREDNISONE,3,8,0.007773351064917734,15615,15615
item_drug_KETOCONAZOLE|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,KETOCONAZOLE + OMEPRAZOLE + PREDNISONE,3,8,0.007766916132154808,13595,7995
item_drug_FLUCONAZOLE|item_drug_MELOXICAM|item_drug_PREDNISONE,FLUCONAZOLE + MELOXICAM + PREDNISONE,3,8,0.0077519122241389675,15594,15594
item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + IBUPROFEN + PREDNISONE,3,8,0.007740688367472004,12871,12831
item_drug_IBUPROFEN|item_drug_MUPIROCIN|item_drug_SIMVASTATIN,IBUPROFEN + MUPIROCIN + SIMVASTATIN,3,8,0.007670656613694575,12616,12616
item_drug_ALPRAZOLAM|item_drug_MELOXICAM|item_drug_PREDNISONE,ALPRAZOLAM + MELOXICAM + PREDNISONE,3,8,0.007518941558938638,11754,11742
item_drug_AMOXICILLIN|item_drug_NAPROXEN|item_drug_OFLOXACIN,AMOXICILLIN + NAPROXEN + OFLOXACIN,3,8,0.007473481599438896,15615,15615
item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN|item_drug_SIMVASTATIN,HYDROCHLOROTHIAZIDE + IBUPROFEN + SIMVASTATIN,3,8,0.007458351595564987,13486,13486
item_drug_AMOXICILLIN|item_drug_FLUCONAZOLE|item_drug_MELOXICAM,AMOXICILLIN + FLUCONAZOLE + MELOXICAM,3,8,0.0074520427586601285,15594,15594
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_MELOXICAM,ALPRAZOLAM + CEPHALEXIN + MELOXICAM,3,8,0.007379681267940933,11508,11508
item_drug_LISINOPRIL|item_drug_METRONIDAZOLE|item_drug_SIMVASTATIN,LISINOPRIL + METRONIDAZOLE + SIMVASTATIN,3,8,0.00737304502581758,7481,7481
item_drug_LISINOPRIL|item_drug_MELOXICAM|item_drug_OMEPRAZOLE,LISINOPRIL + MELOXICAM + OMEPRAZOLE,3,8,0.0073689660736395825,10591,8099
item_drug_ALPRAZOLAM|item_drug_KETOCONAZOLE|item_drug_PREDNISONE,ALPRAZOLAM + KETOCONAZOLE + PREDNISONE,3,8,0.007361925296100096,13764,13724
item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN|item_drug_MUPIROCIN,HYDROCHLOROTHIAZIDE + IBUPROFEN + MUPIROCIN,3,8,0.0073558947311142455,12616,12616
item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_HYDROCHLOROTHIAZIDE,ALPRAZOLAM + ATENOLOL + HYDROCHLOROTHIAZIDE,3,8,0.007255822732432594,6863,6851
item_drug_AZITHROMYCIN|item_drug_KETOCONAZOLE|item_drug_OMEPRAZOLE,AZITHROMYCIN + KETOCONAZOLE + OMEPRAZOLE,3,8,0.00716040358928475,14210,8650
item_drug_LISINOPRIL|item_drug_MELOXICAM|item_drug_PREDNISONE,LISINOPRIL + MELOXICAM + PREDNISONE,3,8,0.006893795033735595,10540,9102
item_drug_CARVEDILOL|item_drug_LISINOPRIL|item_drug_MELOXICAM,CARVEDILOL + LISINOPRIL + MELOXICAM,3,8,0.00686288083622885,10536,6944
item_drug_CARVEDILOL|item_drug_CEPHALEXIN|item_drug_SIMVASTATIN,CARVEDILOL + CEPHALEXIN + SIMVASTATIN,3,8,0.006795481895147358,10500,8566
item_drug_ERYTHROMYCIN|item_drug_IBUPROFEN|item_drug_NAPROXEN,ERYTHROMYCIN + IBUPROFEN + NAPROXEN,3,8,0.006763277000505155,15604,15595
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_KETOCONAZOLE,ALPRAZOLAM + AZITHROMYCIN + KETOCONAZOLE,3,8,0.006755412753230038,14379,14379
item_drug_ERYTHROMYCIN|item_drug_KETOCONAZOLE,ERYTHROMYCIN + KETOCONAZOLE,2,8,0.006736426188893512,14379,14379
item_drug_FLUCONAZOLE|item_drug_NAPROXEN,FLUCONAZOLE + NAPROXEN,2,8,0.006728481489719894,15615,15615
item_drug_ERYTHROMYCIN|item_drug_KETOCONAZOLE|item_drug_METRONIDAZOLE,ERYTHROMYCIN + KETOCONAZOLE + METRONIDAZOLE,3,8,0.0066887045553442,14377,12786
item_drug_AZITHROMYCIN|item_drug_CARVEDILOL|item_drug_SIMVASTATIN,AZITHROMYCIN + CARVEDILOL + SIMVASTATIN,3,8,0.006666272933768629,11274,8426
item_drug_AMOXICILLIN|item_drug_ERYTHROMYCIN|item_drug_KETOCONAZOLE,AMOXICILLIN + ERYTHROMYCIN + KETOCONAZOLE,3,8,0.006637695933672487,14379,14379
item_drug_ERYTHROMYCIN|item_drug_METRONIDAZOLE|item_drug_OMEPRAZOLE,ERYTHROMYCIN + METRONIDAZOLE + OMEPRAZOLE,3,8,0.006592909688632425,14306,7992
item_drug_ERYTHROMYCIN|item_drug_OMEPRAZOLE,ERYTHROMYCIN + OMEPRAZOLE,2,8,0.00659273388882585,14308,8650
item_drug_AMOXICILLIN|item_drug_ERYTHROMYCIN|item_drug_OMEPRAZOLE,AMOXICILLIN + ERYTHROMYCIN + OMEPRAZOLE,3,8,0.006541901066960712,14308,8650
item_drug_CEPHALEXIN|item_drug_MELOXICAM|item_drug_SIMVASTATIN,CEPHALEXIN + MELOXICAM + SIMVASTATIN,3,8,0.00635138627004955,10294,8868
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_OFLOXACIN,ALPRAZOLAM + AMOXICILLIN + OFLOXACIN,3,8,0.006281353998521384,11839,11839
item_drug_ALPRAZOLAM|item_drug_ERYTHROMYCIN|item_drug_METRONIDAZOLE,ALPRAZOLAM + ERYTHROMYCIN + METRONIDAZOLE,3,8,0.006187918852577712,14475,12884
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_ERYTHROMYCIN,ALPRAZOLAM + AMOXICILLIN + ERYTHROMYCIN,3,8,0.006136910230906,14477,14477
item_drug_AZITHROMYCIN|item_drug_FLUCONAZOLE|item_drug_NAPROXEN,AZITHROMYCIN + FLUCONAZOLE + NAPROXEN,3,8,0.006111097104870871,15615,15615
item_drug_BENZONATATE|item_drug_CEPHALEXIN|item_drug_MUPIROCIN,BENZONATATE + CEPHALEXIN + MUPIROCIN,3,8,0.006025121080132671,13279,13255
item_drug_ALPRAZOLAM|item_drug_METRONIDAZOLE|item_drug_SIMVASTATIN,ALPRAZOLAM + METRONIDAZOLE + SIMVASTATIN,3,8,0.006009701779037437,7481,7481
item_drug_ALPRAZOLAM|item_drug_ERYTHROMYCIN,ALPRAZOLAM + ERYTHROMYCIN,2,8,0.005985247634743781,14477,14477
item_drug_FLUCONAZOLE|item_drug_METRONIDAZOLE|item_drug_NAPROXEN,FLUCONAZOLE + METRONIDAZOLE + NAPROXEN,3,8,0.005965974517290508,15613,14022
item_drug_ERYTHROMYCIN|item_drug_KETOCONAZOLE|item_drug_OMEPRAZOLE,ERYTHROMYCIN + KETOCONAZOLE + OMEPRAZOLE,3,8,0.005799886413549771,14210,8650
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_MELOXICAM,ALPRAZOLAM + AMOXICILLIN + MELOXICAM,3,8,0.005790210658545379,11818,11818
item_drug_ATENOLOL|item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE,ATENOLOL + HYDROCHLOROTHIAZIDE + OMEPRAZOLE,3,8,0.005772551835708807,7216,6851
item_drug_AMOXICILLIN|item_drug_KETOCONAZOLE|item_drug_METRONIDAZOLE,AMOXICILLIN + KETOCONAZOLE + METRONIDAZOLE,3,8,0.005749229391491208,14377,12786
item_drug_FLUCONAZOLE|item_drug_NAPROXEN|item_drug_OFLOXACIN,FLUCONAZOLE + NAPROXEN + OFLOXACIN,3,8,0.00560497393726295,15615,15615
item_drug_METRONIDAZOLE|item_drug_SIMVASTATIN,METRONIDAZOLE + SIMVASTATIN,2,8,0.005512885292002856,7481,7481
item_drug_MUPIROCIN|item_drug_OMEPRAZOLE,MUPIROCIN + OMEPRAZOLE,2,8,0.005417437786162312,12616,12616
item_drug_KETOCONAZOLE|item_drug_METRONIDAZOLE,KETOCONAZOLE + METRONIDAZOLE,2,8,0.005403726375621594,14377,12786
item_drug_ALPRAZOLAM|item_drug_ERYTHROMYCIN|item_drug_KETOCONAZOLE,ALPRAZOLAM + ERYTHROMYCIN + KETOCONAZOLE,3,8,0.005394895577495058,14379,14379
item_drug_AZITHROMYCIN|item_drug_BENZONATATE|item_drug_MUPIROCIN,AZITHROMYCIN + BENZONATATE + MUPIROCIN,3,8,0.0053856486923436996,13279,13255
item_drug_AMOXICILLIN|item_drug_KETOCONAZOLE,AMOXICILLIN + KETOCONAZOLE,2,8,0.005327213443114025,14379,14379
item_drug_FLUCONAZOLE|item_drug_OFLOXACIN,FLUCONAZOLE + OFLOXACIN,2,8,0.005308358921834075,15615,15615
item_drug_ALPRAZOLAM|item_drug_ERYTHROMYCIN|item_drug_OMEPRAZOLE,ALPRAZOLAM + ERYTHROMYCIN + OMEPRAZOLE,3,8,0.005299100710783283,14308,8650
item_drug_ALPRAZOLAM|item_drug_OFLOXACIN,ALPRAZOLAM + OFLOXACIN,2,8,0.005270374443734294,11839,11839
item_drug_MUPIROCIN|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,MUPIROCIN + OMEPRAZOLE + PREDNISONE,3,8,0.0052345321140787795,12027,11988
item_drug_FLUCONAZOLE|item_drug_MELOXICAM|item_drug_NAPROXEN,FLUCONAZOLE + MELOXICAM + NAPROXEN,3,8,0.005230016748751388,15594,15594
item_drug_AZITHROMYCIN|item_drug_FLUCONAZOLE|item_drug_OFLOXACIN,AZITHROMYCIN + FLUCONAZOLE + OFLOXACIN,3,8,0.005164348726280325,15615,15615
item_drug_METRONIDAZOLE|item_drug_NAPROXEN|item_drug_OMEPRAZOLE,METRONIDAZOLE + NAPROXEN + OMEPRAZOLE,3,8,0.005139142046983754,15444,9130
item_drug_CARVEDILOL|item_drug_CEPHALEXIN|item_drug_MELOXICAM,CARVEDILOL + CEPHALEXIN + MELOXICAM,3,8,0.005117830195374275,10256,6896
item_drug_METRONIDAZOLE|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,METRONIDAZOLE + OMEPRAZOLE + SIMVASTATIN,3,8,0.005109038898554838,7477,7416
item_drug_FLUCONAZOLE|item_drug_METRONIDAZOLE|item_drug_OFLOXACIN,FLUCONAZOLE + METRONIDAZOLE + OFLOXACIN,3,8,0.005019226138699963,15613,14022
item_drug_MUPIROCIN|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,MUPIROCIN + OMEPRAZOLE + SIMVASTATIN,3,8,0.004952195342171763,12616,12616
item_drug_KETOCONAZOLE|item_drug_METRONIDAZOLE|item_drug_OMEPRAZOLE,KETOCONAZOLE + METRONIDAZOLE + OMEPRAZOLE,3,8,0.0049114198713684915,14208,7992
item_drug_AMOXICILLIN|item_drug_KETOCONAZOLE|item_drug_OMEPRAZOLE,AMOXICILLIN + KETOCONAZOLE + OMEPRAZOLE,3,8,0.004860411249696779,14210,8650
item_drug_AZITHROMYCIN|item_drug_NAPROXEN|item_drug_OFLOXACIN,AZITHROMYCIN + NAPROXEN + OFLOXACIN,3,8,0.004810830378547529,15615,15615
item_drug_AZITHROMYCIN|item_drug_FLUCONAZOLE|item_drug_MELOXICAM,AZITHROMYCIN + FLUCONAZOLE + MELOXICAM,3,8,0.004789391537768762,15594,15594
item_drug_GABAPENTIN|item_drug_METRONIDAZOLE|item_drug_SIMVASTATIN,GABAPENTIN + METRONIDAZOLE + SIMVASTATIN,3,8,0.004782052819659967,7474,7232
item_drug_NAPROXEN|item_drug_OFLOXACIN,NAPROXEN + OFLOXACIN,2,8,0.004778081400234881,15615,15615
item_drug_FLUCONAZOLE|item_drug_MELOXICAM,FLUCONAZOLE + MELOXICAM,2,8,0.004745923139066731,15594,15594
item_drug_METRONIDAZOLE|item_drug_NAPROXEN|item_drug_OFLOXACIN,METRONIDAZOLE + NAPROXEN + OFLOXACIN,3,8,0.004665707790967167,15613,14022
item_drug_FLUCONAZOLE|item_drug_MELOXICAM|item_drug_METRONIDAZOLE,FLUCONAZOLE + MELOXICAM + METRONIDAZOLE,3,8,0.0046442689501884,15592,14001
item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN|item_drug_OMEPRAZOLE,HYDROCHLOROTHIAZIDE + MUPIROCIN + OMEPRAZOLE,3,8,0.004637433459591433,12616,12616
item_drug_METRONIDAZOLE|item_drug_PREDNISONE|item_drug_SIMVASTATIN,METRONIDAZOLE + PREDNISONE + SIMVASTATIN,3,8,0.004593396383310766,6857,6812
item_drug_ALPRAZOLAM|item_drug_MELOXICAM,ALPRAZOLAM + MELOXICAM,2,8,0.004533659433770288,11818,11818
item_drug_ALPRAZOLAM|item_drug_KETOCONAZOLE|item_drug_METRONIDAZOLE,ALPRAZOLAM + KETOCONAZOLE + METRONIDAZOLE,3,8,0.004506429035313779,14377,12786
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_KETOCONAZOLE,ALPRAZOLAM + AMOXICILLIN + KETOCONAZOLE,3,8,0.004455420413642067,14379,14379
item_drug_MELOXICAM|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,MELOXICAM + OMEPRAZOLE + SIMVASTATIN,3,8,0.004401279603050487,10591,8099
item_drug_ALPRAZOLAM|item_drug_METRONIDAZOLE|item_drug_OFLOXACIN,ALPRAZOLAM + METRONIDAZOLE + OFLOXACIN,3,8,0.004399758966711133,8232,6641
item_drug_ALPRAZOLAM|item_drug_MELOXICAM|item_drug_OFLOXACIN,ALPRAZOLAM + MELOXICAM + OFLOXACIN,3,8,0.004348365844405129,11818,11818
item_drug_AMOXICILLIN|item_drug_ATENOLOL|item_drug_HYDROCHLOROTHIAZIDE,AMOXICILLIN + ATENOLOL + HYDROCHLOROTHIAZIDE,3,8,0.0043472437447822235,7244,6851
item_drug_MELOXICAM|item_drug_METRONIDAZOLE|item_drug_NAPROXEN,MELOXICAM + METRONIDAZOLE + NAPROXEN,3,8,0.004290750602455604,15592,14001
item_drug_MELOXICAM|item_drug_SIMVASTATIN,MELOXICAM + SIMVASTATIN,2,8,0.004289924590428488,10604,9178
item_drug_FLUCONAZOLE|item_drug_MELOXICAM|item_drug_OFLOXACIN,FLUCONAZOLE + MELOXICAM + OFLOXACIN,3,8,0.004283268370160842,15594,15594
item_drug_MUPIROCIN|item_drug_PREDNISONE|item_drug_SIMVASTATIN,MUPIROCIN + PREDNISONE + SIMVASTATIN,3,8,0.004201590361646937,12027,11988
item_drug_KETOCONAZOLE|item_drug_OMEPRAZOLE,KETOCONAZOLE + OMEPRAZOLE,2,8,0.00407049916292995,14210,8650
item_drug_BENZONATATE|item_drug_IBUPROFEN|item_drug_MUPIROCIN,BENZONATATE + IBUPROFEN + MUPIROCIN,3,8,0.004022167755689213,13279,13255
item_drug_ALPRAZOLAM|item_drug_OFLOXACIN|item_drug_OMEPRAZOLE,ALPRAZOLAM + OFLOXACIN + OMEPRAZOLE,3,8,0.003990336555713058,11657,4933
item_drug_MELOXICAM|item_drug_NAPROXEN|item_drug_OFLOXACIN,MELOXICAM + NAPROXEN + OFLOXACIN,3,8,0.003929750022428046,15594,15594
item_drug_MELOXICAM|item_drug_PREDNISONE|item_drug_SIMVASTATIN,MELOXICAM + PREDNISONE + SIMVASTATIN,3,8,0.0039261085631465,10540,9102
item_drug_ALPRAZOLAM|item_drug_MELOXICAM|item_drug_METRONIDAZOLE,ALPRAZOLAM + MELOXICAM + METRONIDAZOLE,3,8,0.003908615626735129,8211,6620
item_drug_CARVEDILOL|item_drug_MELOXICAM|item_drug_SIMVASTATIN,CARVEDILOL + MELOXICAM + SIMVASTATIN,3,8,0.003895194365639754,10536,6944
item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + MUPIROCIN + PREDNISONE,3,8,0.0038868284790666086,12027,11988
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_HYDROCHLOROTHIAZIDE,AMOXICILLIN + GABAPENTIN + HYDROCHLOROTHIAZIDE,3,8,0.003879475058276073,6897,6862
item_drug_MUPIROCIN|item_drug_SIMVASTATIN,MUPIROCIN + SIMVASTATIN,2,8,0.0038680251575145498,12616,12616
item_drug_ALPRAZOLAM|item_drug_KETOCONAZOLE|item_drug_OMEPRAZOLE,ALPRAZOLAM + KETOCONAZOLE + OMEPRAZOLE,3,8,0.00361761089351935,14210,8650
item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN|item_drug_SIMVASTATIN,HYDROCHLOROTHIAZIDE + MUPIROCIN + SIMVASTATIN,3,8,0.0036044917071595918,12616,12616
item_drug_ALPRAZOLAM|item_drug_MELOXICAM|item_drug_OMEPRAZOLE,ALPRAZOLAM + MELOXICAM + OMEPRAZOLE,3,8,0.003499193215737054,11636,4922
item_drug_ALPRAZOLAM|item_drug_KETOCONAZOLE,ALPRAZOLAM + KETOCONAZOLE,2,8,0.003463012908847881,14379,14379
item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN,HYDROCHLOROTHIAZIDE + MUPIROCIN,2,8,0.003395882333644056,12616,12616
item_drug_ATENOLOL|item_drug_HYDROCHLOROTHIAZIDE,ATENOLOL + HYDROCHLOROTHIAZIDE,2,8,0.003350377518683872,7283,6851
item_drug_ATENOLOL|item_drug_GABAPENTIN|item_drug_HYDROCHLOROTHIAZIDE,ATENOLOL + GABAPENTIN + HYDROCHLOROTHIAZIDE,3,8,0.0033129441008979024,6894,6851
item_drug_CARVEDILOL|item_drug_MELOXICAM|item_drug_OMEPRAZOLE,CARVEDILOL + MELOXICAM + OMEPRAZOLE,3,8,0.0031677235283752124,10523,5942
item_drug_ATENOLOL|item_drug_HYDROCHLOROTHIAZIDE|item_drug_PREDNISONE,ATENOLOL + HYDROCHLOROTHIAZIDE + PREDNISONE,3,8,0.0031226153632265396,6584,6196
item_drug_AZITHROMYCIN|item_drug_OFLOXACIN|item_drug_OMEPRAZOLE,AZITHROMYCIN + OFLOXACIN + OMEPRAZOLE,3,8,0.0029870670820058625,13296,6504
item_drug_BENZONATATE|item_drug_MUPIROCIN|item_drug_PREDNISONE,BENZONATATE + MUPIROCIN + PREDNISONE,3,8,0.002907269671552071,13279,13255
item_drug_CARVEDILOL|item_drug_MELOXICAM|item_drug_PREDNISONE,CARVEDILOL + MELOXICAM + PREDNISONE,3,8,0.0026925524884712252,10472,6893
item_drug_BENZONATATE|item_drug_MUPIROCIN,BENZONATATE + MUPIROCIN,2,8,0.0026318160045648376,13279,13255
item_drug_CARVEDILOL|item_drug_MELOXICAM,CARVEDILOL + MELOXICAM,2,8,0.002439590478415575,10536,6944
