combination,drug_names,interaction_size,n_bins,mean_combined_importance,max_combined_importance,total_patient_rule_profile_support,total_strict_rule_support
item_drug_AZITHROMYCIN|item_drug_BACLOFEN|item_drug_LIDOCAINE,AZITHROMYCIN + BACLOFEN + LIDOCAINE,3,2,0.0940349999774695,0.13716465931207897,2506,2506
item_drug_AZITHROMYCIN|item_drug_LIDOCAINE|item_drug_METRONIDAZOLE,AZITHROMYCIN + LIDOCAINE + METRONIDAZOLE,3,2,0.09357886531805157,0.13866299064146304,2506,2506
item_drug_BENZONATATE|item_drug_CLONAZEPAM|item_drug_FLUCONAZOLE,BENZONATATE + CLONAZEPAM + FLUCONAZOLE,3,2,0.09331047333014503,0.13357805351302918,2775,2775
item_drug_CLONAZEPAM|item_drug_FUROSEMIDE|item_drug_METRONIDAZOLE,CLONAZEPAM + FUROSEMIDE + METRONIDAZOLE,3,2,0.0931260258494697,0.14353857100333955,2506,2506
item_drug_FUROSEMIDE|item_drug_LIDOCAINE|item_drug_SIMVASTATIN,FUROSEMIDE + LIDOCAINE + SIMVASTATIN,3,2,0.09283030789492218,0.14549833650618946,2506,2506
item_drug_CLONAZEPAM|item_drug_DIAZEPAM|item_drug_LIDOCAINE,CLONAZEPAM + DIAZEPAM + LIDOCAINE,3,2,0.0924239704049123,0.13897517054975198,2506,2506
item_drug_FUROSEMIDE|item_drug_OXYCONTIN|item_drug_PREDNISONE,FUROSEMIDE + OXYCONTIN + PREDNISONE,3,2,0.09225346738413748,0.1475515825070212,2506,2506
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_RISPERIDONE,ALPRAZOLAM + GABAPENTIN + RISPERIDONE,3,2,0.09197080423812395,0.09610407858147707,4000,4000
item_drug_ARIPIPRAZOLE|item_drug_LORAZEPAM|item_drug_PREDNISONE,ARIPIPRAZOLE + LORAZEPAM + PREDNISONE,3,2,0.0918977917580612,0.1145256163644812,1279,1279
item_drug_FUROSEMIDE|item_drug_LYRICA|item_drug_PREDNISONE,FUROSEMIDE + LYRICA + PREDNISONE,3,2,0.09180495171382007,0.14458736821956017,2506,2506
item_drug_CLONAZEPAM|item_drug_LIDOCAINE|item_drug_LORAZEPAM,CLONAZEPAM + LIDOCAINE + LORAZEPAM,3,2,0.0916526775187054,0.14190417725862958,2506,2506
item_drug_GABAPENTIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_LYRICA,GABAPENTIN + HYDROCHLOROTHIAZIDE + LYRICA,3,2,0.09056370074436138,0.09730661379870649,4000,4000
item_drug_GABAPENTIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_OXYCONTIN,GABAPENTIN + HYDROCHLOROTHIAZIDE + OXYCONTIN,3,2,0.09043155570820555,0.09725414853095286,4000,4000
item_drug_BACLOFEN|item_drug_FUROSEMIDE|item_drug_LIDOCAINE,BACLOFEN + FUROSEMIDE + LIDOCAINE,3,2,0.09013072917549661,0.14504442184636443,2506,2506
item_drug_BENZONATATE|item_drug_GABAPENTIN|item_drug_OXYCONTIN,BENZONATATE + GABAPENTIN + OXYCONTIN,3,2,0.08986773161242528,0.09666163539181523,3999,3999
item_drug_AZITHROMYCIN|item_drug_METRONIDAZOLE|item_drug_OXYCONTIN,AZITHROMYCIN + METRONIDAZOLE + OXYCONTIN,3,2,0.08970604186116721,0.13004291848955182,2506,2506
item_drug_DIAZEPAM|item_drug_FUROSEMIDE|item_drug_METRONIDAZOLE,DIAZEPAM + FUROSEMIDE + METRONIDAZOLE,3,2,0.08968676135941442,0.14031325902114603,2506,2506
item_drug_FUROSEMIDE|item_drug_LIDOCAINE|item_drug_METRONIDAZOLE,FUROSEMIDE + LIDOCAINE + METRONIDAZOLE,3,2,0.08967459451607868,0.1465427531757485,2506,2506
item_drug_ARIPIPRAZOLE|item_drug_AZITHROMYCIN|item_drug_FUROSEMIDE,ARIPIPRAZOLE + AZITHROMYCIN + FUROSEMIDE,3,2,0.08959820475798175,0.15036365095438028,2506,2506
item_drug_AZITHROMYCIN|item_drug_LYRICA|item_drug_METRONIDAZOLE,AZITHROMYCIN + LYRICA + METRONIDAZOLE,3,2,0.0892575261908498,0.1270787042020908,2506,2506
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_RISPERIDONE,AMOXICILLIN + GABAPENTIN + RISPERIDONE,3,2,0.08923568963464656,0.0931723943319359,4000,4000
item_drug_CLONAZEPAM|item_drug_LIDOCAINE|item_drug_OMEPRAZOLE,CLONAZEPAM + LIDOCAINE + OMEPRAZOLE,3,2,0.08919598636732022,0.1309939034585359,2506,2506
item_drug_CLONAZEPAM|item_drug_LIDOCAINE|item_drug_PREDNISONE,CLONAZEPAM + LIDOCAINE + PREDNISONE,3,2,0.08917443807196296,0.1370407666663139,2506,2506
item_drug_BENZONATATE|item_drug_GABAPENTIN|item_drug_HYDROCHLOROTHIAZIDE,BENZONATATE + GABAPENTIN + HYDROCHLOROTHIAZIDE,3,2,0.08899411209273152,0.09547046954817223,3999,3999
item_drug_DIAZEPAM|item_drug_LIDOCAINE,DIAZEPAM + LIDOCAINE,2,2,0.08897862249318915,0.1388646056448597,2506,2506
item_drug_ARIPIPRAZOLE|item_drug_LYRICA|item_drug_PREDNISONE,ARIPIPRAZOLE + LYRICA + PREDNISONE,3,2,0.08891783044744458,0.10624181737083382,1279,1279
item_drug_BACLOFEN|item_drug_GABAPENTIN|item_drug_HYDROCHLOROTHIAZIDE,BACLOFEN + GABAPENTIN + HYDROCHLOROTHIAZIDE,3,2,0.08888074011894664,0.09577546876989294,4000,4000
item_drug_AZITHROMYCIN|item_drug_GABAPENTIN|item_drug_RISPERIDONE,AZITHROMYCIN + GABAPENTIN + RISPERIDONE,3,2,0.08868583586819392,0.09250134958804312,4000,4000
item_drug_CLONAZEPAM|item_drug_LIDOCAINE|item_drug_OXYCONTIN,CLONAZEPAM + LIDOCAINE + OXYCONTIN,3,2,0.08853898010469223,0.13658459255244326,2506,2506
item_drug_DIAZEPAM|item_drug_LIDOCAINE|item_drug_LORAZEPAM,DIAZEPAM + LIDOCAINE + LORAZEPAM,3,2,0.08821341302865011,0.13867886527643605,2506,2506
item_drug_BENZONATATE|item_drug_GABAPENTIN|item_drug_RISPERIDONE,BENZONATATE + GABAPENTIN + RISPERIDONE,3,2,0.08815921306090126,0.09203569005309499,4000,4000
item_drug_CLONAZEPAM|item_drug_LIDOCAINE|item_drug_LYRICA,CLONAZEPAM + LIDOCAINE + LYRICA,3,2,0.08809046443437481,0.13362037826498221,2506,2506
item_drug_LIDOCAINE|item_drug_LORAZEPAM,LIDOCAINE + LORAZEPAM,2,2,0.0878216831638788,0.1432581157081761,2506,2506
item_drug_AMOXICILLIN|item_drug_CLONAZEPAM|item_drug_LIDOCAINE,AMOXICILLIN + CLONAZEPAM + LIDOCAINE,3,2,0.08740619066197157,0.13210024299550233,2506,2506
item_drug_CEPHALEXIN|item_drug_CLONAZEPAM|item_drug_LIDOCAINE,CEPHALEXIN + CLONAZEPAM + LIDOCAINE,3,2,0.08738193098100648,0.13267156720328666,2506,2506
item_drug_BACLOFEN|item_drug_FUROSEMIDE|item_drug_PREDNISONE,BACLOFEN + FUROSEMIDE + PREDNISONE,3,2,0.08689336368588298,0.13688052380832386,2506,2506
item_drug_ARIPIPRAZOLE|item_drug_BACLOFEN|item_drug_PREDNISONE,ARIPIPRAZOLE + BACLOFEN + PREDNISONE,3,2,0.08631556014713376,0.09853497295959752,1279,1279
item_drug_CLONAZEPAM|item_drug_LIDOCAINE|item_drug_SIMVASTATIN,CLONAZEPAM + LIDOCAINE + SIMVASTATIN,3,2,0.0858784551258633,0.12636744851357096,2506,2506
item_drug_ALPRAZOLAM|item_drug_ARIPIPRAZOLE|item_drug_OXYCONTIN,ALPRAZOLAM + ARIPIPRAZOLE + OXYCONTIN,3,2,0.08584235193273049,0.14743294919440753,2506,2506
item_drug_FUROSEMIDE|item_drug_METRONIDAZOLE|item_drug_OXYCONTIN,FUROSEMIDE + METRONIDAZOLE + OXYCONTIN,3,2,0.08580177105919433,0.13792268102383728,2506,2506
item_drug_DIAZEPAM|item_drug_LIDOCAINE|item_drug_OMEPRAZOLE,DIAZEPAM + LIDOCAINE + OMEPRAZOLE,3,2,0.08575672187726492,0.12776859147634237,2506,2506
item_drug_DIAZEPAM|item_drug_LIDOCAINE|item_drug_PREDNISONE,DIAZEPAM + LIDOCAINE + PREDNISONE,3,2,0.08573517358190766,0.13381545468412037,2506,2506
item_drug_FUROSEMIDE|item_drug_LYRICA|item_drug_METRONIDAZOLE,FUROSEMIDE + LYRICA + METRONIDAZOLE,3,2,0.08535325538887692,0.13495846673637626,2506,2506
item_drug_CLONAZEPAM|item_drug_OXYCONTIN|item_drug_PREDNISONE,CLONAZEPAM + OXYCONTIN + PREDNISONE,3,2,0.0853016146150786,0.1284206945144027,2506,2506
item_drug_GABAPENTIN|item_drug_OMEPRAZOLE|item_drug_RISPERIDONE,GABAPENTIN + OMEPRAZOLE + RISPERIDONE,3,2,0.08529042465482752,0.08925673459842233,4000,4000
item_drug_AZITHROMYCIN|item_drug_CLONAZEPAM|item_drug_FLUCONAZOLE,AZITHROMYCIN + CLONAZEPAM + FLUCONAZOLE,3,2,0.08524855290375723,0.11937236721223926,2775,2775
item_drug_DIAZEPAM|item_drug_LIDOCAINE|item_drug_OXYCONTIN,DIAZEPAM + LIDOCAINE + OXYCONTIN,3,2,0.08509971561463693,0.13335928057024973,2506,2506
item_drug_LIDOCAINE|item_drug_LORAZEPAM|item_drug_OMEPRAZOLE,LIDOCAINE + LORAZEPAM + OMEPRAZOLE,3,2,0.08498542899105802,0.13069759818521995,2506,2506
item_drug_LIDOCAINE|item_drug_LORAZEPAM|item_drug_PREDNISONE,LIDOCAINE + LORAZEPAM + PREDNISONE,3,2,0.08496388069570075,0.13674446139299798,2506,2506
item_drug_DIAZEPAM|item_drug_LIDOCAINE|item_drug_LYRICA,DIAZEPAM + LIDOCAINE + LYRICA,3,2,0.08465119994431952,0.1303950662827887,2506,2506
item_drug_CLONAZEPAM|item_drug_FLUCONAZOLE|item_drug_PREDNISONE,CLONAZEPAM + FLUCONAZOLE + PREDNISONE,3,2,0.08455647463749569,0.12297536584204,2775,2775
item_drug_AZITHROMYCIN|item_drug_BACLOFEN|item_drug_METRONIDAZOLE,AZITHROMYCIN + BACLOFEN + METRONIDAZOLE,3,2,0.08434593816291272,0.1193718597908545,2506,2506
item_drug_LIDOCAINE|item_drug_LORAZEPAM|item_drug_OXYCONTIN,LIDOCAINE + LORAZEPAM + OXYCONTIN,3,2,0.08432842272843002,0.1362882872791273,2506,2506
item_drug_LIDOCAINE|item_drug_OMEPRAZOLE,LIDOCAINE + OMEPRAZOLE,2,2,0.084136646436801,0.12689270500803554,2506,2506
item_drug_LIDOCAINE|item_drug_PREDNISONE,LIDOCAINE + PREDNISONE,2,2,0.0841043239937651,0.13596299981970256,2506,2506
item_drug_AMOXICILLIN|item_drug_DIAZEPAM|item_drug_LIDOCAINE,AMOXICILLIN + DIAZEPAM + LIDOCAINE,3,2,0.08396692617191627,0.1288749310133088,2506,2506
item_drug_CEPHALEXIN|item_drug_DIAZEPAM|item_drug_LIDOCAINE,CEPHALEXIN + DIAZEPAM + LIDOCAINE,3,2,0.08394266649095118,0.12944625522109313,2506,2506
item_drug_CEPHALEXIN|item_drug_GABAPENTIN|item_drug_RISPERIDONE,CEPHALEXIN + GABAPENTIN + RISPERIDONE,3,2,0.08389587876691601,0.08755760879966133,4000,4000
item_drug_LIDOCAINE|item_drug_LORAZEPAM|item_drug_LYRICA,LIDOCAINE + LORAZEPAM + LYRICA,3,2,0.08387990705811262,0.1333240729916663,2506,2506
item_drug_GABAPENTIN|item_drug_IBUPROFEN|item_drug_RISPERIDONE,GABAPENTIN + IBUPROFEN + RISPERIDONE,3,2,0.08371450629788409,0.08740308812352747,4000,4000
item_drug_DIAZEPAM|item_drug_GABAPENTIN|item_drug_RISPERIDONE,DIAZEPAM + GABAPENTIN + RISPERIDONE,3,2,0.08368934608668249,0.08714727907471716,4000,4000
item_drug_AMOXICILLIN|item_drug_LIDOCAINE|item_drug_LORAZEPAM,AMOXICILLIN + LIDOCAINE + LORAZEPAM,3,2,0.08319563328570935,0.13180393772218638,2506,2506
item_drug_BACLOFEN|item_drug_CLONAZEPAM|item_drug_LIDOCAINE,BACLOFEN + CLONAZEPAM + LIDOCAINE,3,2,0.08317887640643773,0.12591353385374593,2506,2506
item_drug_CEPHALEXIN|item_drug_LIDOCAINE|item_drug_LORAZEPAM,CEPHALEXIN + LIDOCAINE + LORAZEPAM,3,2,0.08317137360474428,0.13237526192997073,2506,2506
item_drug_LIDOCAINE|item_drug_OXYCONTIN,LIDOCAINE + OXYCONTIN,2,2,0.08315113704285902,0.13527873864889658,2506,2506
item_drug_CLONAZEPAM|item_drug_LIDOCAINE|item_drug_METRONIDAZOLE,CLONAZEPAM + LIDOCAINE + METRONIDAZOLE,3,2,0.0827227417470198,0.12741186518313,2506,2506
item_drug_LIDOCAINE|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,LIDOCAINE + OMEPRAZOLE + PREDNISONE,3,2,0.08250718954431555,0.12583418759290427,2506,2506
item_drug_LIDOCAINE|item_drug_LYRICA,LIDOCAINE + LYRICA,2,2,0.0824783635373829,0.13083241721770505,2506,2506
item_drug_DIAZEPAM|item_drug_LIDOCAINE|item_drug_SIMVASTATIN,DIAZEPAM + LIDOCAINE + SIMVASTATIN,3,2,0.082439190635808,0.12314213653137744,2506,2506
item_drug_GABAPENTIN|item_drug_LAMOTRIGINE|item_drug_RISPERIDONE,GABAPENTIN + LAMOTRIGINE + RISPERIDONE,3,2,0.08202460012307661,0.08526571828816809,4000,4000
item_drug_GABAPENTIN|item_drug_PREDNISONE|item_drug_RISPERIDONE,GABAPENTIN + PREDNISONE + RISPERIDONE,3,2,0.0819024044015299,0.0860348987357834,4000,4000
item_drug_LIDOCAINE|item_drug_OMEPRAZOLE|item_drug_OXYCONTIN,LIDOCAINE + OMEPRAZOLE + OXYCONTIN,3,2,0.08187173157704483,0.12537801347903363,2506,2506
item_drug_DIAZEPAM|item_drug_OXYCONTIN|item_drug_PREDNISONE,DIAZEPAM + OXYCONTIN + PREDNISONE,3,2,0.0818623501250233,0.12519538253220916,2506,2506
item_drug_LIDOCAINE|item_drug_OXYCONTIN|item_drug_PREDNISONE,LIDOCAINE + OXYCONTIN + PREDNISONE,3,2,0.08185018328168757,0.13142487668681163,2506,2506
item_drug_LIDOCAINE|item_drug_LORAZEPAM|item_drug_SIMVASTATIN,LIDOCAINE + LORAZEPAM + SIMVASTATIN,3,2,0.08166789774960109,0.12607114324025503,2506,2506
item_drug_GABAPENTIN|item_drug_MIRTAZAPINE|item_drug_RISPERIDONE,GABAPENTIN + MIRTAZAPINE + RISPERIDONE,3,2,0.08155615220917029,0.08476587429765957,4000,4000
item_drug_GABAPENTIN|item_drug_METHOCARBAMOL|item_drug_RISPERIDONE,GABAPENTIN + METHOCARBAMOL + RISPERIDONE,3,2,0.08153148762671208,0.08486442413834662,4000,4000
item_drug_ALPRAZOLAM|item_drug_ARIPIPRAZOLE|item_drug_SIMVASTATIN,ALPRAZOLAM + ARIPIPRAZOLE + SIMVASTATIN,3,2,0.08148910936238297,0.13721580515553525,2506,2506
item_drug_AMOXICILLIN|item_drug_LIDOCAINE,AMOXICILLIN + LIDOCAINE,2,2,0.08145195287877802,0.12855221431348518,2506,2506
item_drug_LIDOCAINE|item_drug_LYRICA|item_drug_OMEPRAZOLE,LIDOCAINE + LYRICA + OMEPRAZOLE,3,2,0.08142321590672741,0.1224137991915726,2506,2506
item_drug_CEPHALEXIN|item_drug_LIDOCAINE,CEPHALEXIN + LIDOCAINE,2,2,0.0814155633573304,0.1294092006251617,2506,2506
item_drug_LIDOCAINE|item_drug_LYRICA|item_drug_PREDNISONE,LIDOCAINE + LYRICA + PREDNISONE,3,2,0.08140166761137015,0.12846066239935058,2506,2506
item_drug_GABAPENTIN|item_drug_RISPERIDONE|item_drug_TOPIRAMATE,GABAPENTIN + RISPERIDONE + TOPIRAMATE,3,2,0.08130412145658196,0.08465788893680193,4000,4000
item_drug_ARIPIPRAZOLE|item_drug_GABAPENTIN|item_drug_RISPERIDONE,ARIPIPRAZOLE + GABAPENTIN + RISPERIDONE,3,2,0.08111809311705967,0.0844187723233078,3999,3999
item_drug_LORAZEPAM|item_drug_OXYCONTIN|item_drug_PREDNISONE,LORAZEPAM + OXYCONTIN + PREDNISONE,3,2,0.0810910572388164,0.12812438924108677,2506,2506
item_drug_GABAPENTIN|item_drug_KETOCONAZOLE|item_drug_RISPERIDONE,GABAPENTIN + KETOCONAZOLE + RISPERIDONE,3,2,0.0810850203649865,0.08444843785348898,4000,4000
item_drug_ARIPIPRAZOLE|item_drug_CLONAZEPAM|item_drug_FUROSEMIDE,ARIPIPRAZOLE + CLONAZEPAM + FUROSEMIDE,3,2,0.08097063219082963,0.13911252549604727,2506,2506
item_drug_LIDOCAINE|item_drug_LYRICA|item_drug_OXYCONTIN,LIDOCAINE + LYRICA + OXYCONTIN,3,2,0.08076620964409943,0.12800448828547997,2506,2506
item_drug_AMOXICILLIN|item_drug_LIDOCAINE|item_drug_OMEPRAZOLE,AMOXICILLIN + LIDOCAINE + OMEPRAZOLE,3,2,0.08073894213432417,0.1208936639220927,2506,2506
item_drug_AMOXICILLIN|item_drug_LIDOCAINE|item_drug_PREDNISONE,AMOXICILLIN + LIDOCAINE + PREDNISONE,3,2,0.0807173938389669,0.1269405271298707,2506,2506
item_drug_CEPHALEXIN|item_drug_LIDOCAINE|item_drug_OMEPRAZOLE,CEPHALEXIN + LIDOCAINE + OMEPRAZOLE,3,2,0.08071468245335908,0.12146498812987704,2506,2506
item_drug_CEPHALEXIN|item_drug_LIDOCAINE|item_drug_PREDNISONE,CEPHALEXIN + LIDOCAINE + PREDNISONE,3,2,0.0806931341580018,0.12751185133765502,2506,2506
item_drug_BACLOFEN|item_drug_FUROSEMIDE|item_drug_METRONIDAZOLE,BACLOFEN + FUROSEMIDE + METRONIDAZOLE,3,2,0.08044166736093983,0.12725162232513995,2506,2506
item_drug_AMOXICILLIN|item_drug_LIDOCAINE|item_drug_OXYCONTIN,AMOXICILLIN + LIDOCAINE + OXYCONTIN,3,2,0.08008193587169618,0.12648435301600006,2506,2506
item_drug_CEPHALEXIN|item_drug_LIDOCAINE|item_drug_OXYCONTIN,CEPHALEXIN + LIDOCAINE + OXYCONTIN,3,2,0.08005767619073109,0.12705567722378439,2506,2506
item_drug_CLONAZEPAM|item_drug_DIAZEPAM|item_drug_FLUCONAZOLE,CLONAZEPAM + DIAZEPAM + FLUCONAZOLE,3,2,0.07976439079656482,0.11505351902618847,2775,2775
item_drug_BACLOFEN|item_drug_DIAZEPAM|item_drug_LIDOCAINE,BACLOFEN + DIAZEPAM + LIDOCAINE,3,2,0.07973961191638243,0.12268822187155239,2506,2506
item_drug_AMOXICILLIN|item_drug_LIDOCAINE|item_drug_LYRICA,AMOXICILLIN + LIDOCAINE + LYRICA,3,2,0.07963342020137876,0.12352013872853902,2506,2506
item_drug_CEPHALEXIN|item_drug_LIDOCAINE|item_drug_LYRICA,CEPHALEXIN + LIDOCAINE + LYRICA,3,2,0.0796091605204137,0.12409146293632338,2506,2506
item_drug_DIAZEPAM|item_drug_LIDOCAINE|item_drug_METRONIDAZOLE,DIAZEPAM + LIDOCAINE + METRONIDAZOLE,3,2,0.0792834772569645,0.12418655320093647,2506,2506
item_drug_LIDOCAINE|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,LIDOCAINE + OMEPRAZOLE + SIMVASTATIN,3,2,0.0792112065982159,0.11516086944016134,2506,2506
item_drug_LIDOCAINE|item_drug_PREDNISONE|item_drug_SIMVASTATIN,LIDOCAINE + PREDNISONE + SIMVASTATIN,3,2,0.07918965830285862,0.12120773264793933,2506,2506
item_drug_LIDOCAINE|item_drug_SIMVASTATIN,LIDOCAINE + SIMVASTATIN,2,2,0.07916034957461562,0.11995302259058815,2506,2506
item_drug_BACLOFEN|item_drug_LIDOCAINE|item_drug_LORAZEPAM,BACLOFEN + LIDOCAINE + LORAZEPAM,3,2,0.07896831903017552,0.12561722858042998,2506,2506
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_LIDOCAINE,AMOXICILLIN + CEPHALEXIN + LIDOCAINE,3,2,0.07892488674801043,0.12257132766684346,2506,2506
item_drug_CLONAZEPAM|item_drug_METRONIDAZOLE|item_drug_OXYCONTIN,CLONAZEPAM + METRONIDAZOLE + OXYCONTIN,3,2,0.07884991829013543,0.11879179303121878,2506,2506
item_drug_OMEPRAZOLE|item_drug_OXYCONTIN|item_drug_PREDNISONE,OMEPRAZOLE + OXYCONTIN + PREDNISONE,3,2,0.0786343660874312,0.11721411544099307,2506,2506
item_drug_LIDOCAINE|item_drug_OXYCONTIN|item_drug_SIMVASTATIN,LIDOCAINE + OXYCONTIN + SIMVASTATIN,3,2,0.07855420033558791,0.1207515585340687,2506,2506
item_drug_DIAZEPAM|item_drug_LORAZEPAM|item_drug_METRONIDAZOLE,DIAZEPAM + LORAZEPAM + METRONIDAZOLE,3,2,0.07852435121409333,0.1208860657552116,2506,2506
item_drug_LIDOCAINE|item_drug_LORAZEPAM|item_drug_METRONIDAZOLE,LIDOCAINE + LORAZEPAM + METRONIDAZOLE,3,2,0.0785121843707576,0.12711555990981407,2506,2506
item_drug_CLONAZEPAM|item_drug_LYRICA|item_drug_METRONIDAZOLE,CLONAZEPAM + LYRICA + METRONIDAZOLE,3,2,0.07840140261981804,0.11582757874375776,2506,2506
item_drug_OXYCONTIN|item_drug_PREDNISONE,OXYCONTIN + PREDNISONE,2,2,0.07829508880843858,0.12303289159183575,2506,2506
item_drug_ARIPIPRAZOLE|item_drug_FUROSEMIDE|item_drug_LORAZEPAM,ARIPIPRAZOLE + FUROSEMIDE + LORAZEPAM,3,2,0.07814915445447229,0.13881622022273132,2506,2506
item_drug_LIDOCAINE|item_drug_LYRICA|item_drug_SIMVASTATIN,LIDOCAINE + LYRICA + SIMVASTATIN,3,2,0.07810568466527051,0.11778734424660768,2506,2506
item_drug_ARIPIPRAZOLE|item_drug_FUROSEMIDE,ARIPIPRAZOLE + FUROSEMIDE,2,2,0.07758114272830181,0.1390706380643026,2506,2506
item_drug_LYRICA|item_drug_OXYCONTIN|item_drug_PREDNISONE,LYRICA + OXYCONTIN + PREDNISONE,3,2,0.0775288441544858,0.11984059024743939,2506,2506
item_drug_AMOXICILLIN|item_drug_LIDOCAINE|item_drug_SIMVASTATIN,AMOXICILLIN + LIDOCAINE + SIMVASTATIN,3,2,0.07742141089286725,0.11626720897712776,2506,2506
item_drug_CEPHALEXIN|item_drug_LIDOCAINE|item_drug_SIMVASTATIN,CEPHALEXIN + LIDOCAINE + SIMVASTATIN,3,2,0.07739715121190217,0.11683853318491211,2506,2506
item_drug_ARIPIPRAZOLE|item_drug_AZITHROMYCIN|item_drug_OXYCONTIN,ARIPIPRAZOLE + AZITHROMYCIN + OXYCONTIN,3,2,0.07726298464536124,0.12561687298225954,2506,2506
item_drug_ARIPIPRAZOLE|item_drug_DIAZEPAM|item_drug_FUROSEMIDE,ARIPIPRAZOLE + DIAZEPAM + FUROSEMIDE,3,2,0.07714878203572552,0.13588721351385372,2506,2506
item_drug_CLONAZEPAM|item_drug_FLUCONAZOLE|item_drug_TOPIRAMATE,CLONAZEPAM + FLUCONAZOLE + TOPIRAMATE,3,2,0.07688301509412948,0.11211355377437536,2775,2775
item_drug_AMOXICILLIN|item_drug_OXYCONTIN|item_drug_PREDNISONE,AMOXICILLIN + OXYCONTIN + PREDNISONE,3,2,0.07684457038208255,0.1183204549779595,2506,2506
item_drug_CEPHALEXIN|item_drug_OXYCONTIN|item_drug_PREDNISONE,CEPHALEXIN + OXYCONTIN + PREDNISONE,3,2,0.07682031070111746,0.11889177918574383,2506,2506
item_drug_BACLOFEN|item_drug_LIDOCAINE|item_drug_OMEPRAZOLE,BACLOFEN + LIDOCAINE + OMEPRAZOLE,3,2,0.07651162787879032,0.11470695478033628,2506,2506
item_drug_BACLOFEN|item_drug_LIDOCAINE|item_drug_PREDNISONE,BACLOFEN + LIDOCAINE + PREDNISONE,3,2,0.07649007958343307,0.1207538179881143,2506,2506
item_drug_LIDOCAINE|item_drug_METRONIDAZOLE|item_drug_OMEPRAZOLE,LIDOCAINE + METRONIDAZOLE + OMEPRAZOLE,3,2,0.0760554932193724,0.11620528610972036,2506,2506
item_drug_LIDOCAINE|item_drug_METRONIDAZOLE|item_drug_PREDNISONE,LIDOCAINE + METRONIDAZOLE + PREDNISONE,3,2,0.07603394492401513,0.12225214931749835,2506,2506
item_drug_BACLOFEN|item_drug_LIDOCAINE|item_drug_OXYCONTIN,BACLOFEN + LIDOCAINE + OXYCONTIN,3,2,0.07585462161616234,0.12029764387424365,2506,2506
item_drug_DIAZEPAM|item_drug_METRONIDAZOLE|item_drug_OXYCONTIN,DIAZEPAM + METRONIDAZOLE + OXYCONTIN,3,2,0.07541065380008015,0.11556648104902527,2506,2506
item_drug_BACLOFEN|item_drug_LIDOCAINE|item_drug_LYRICA,BACLOFEN + LIDOCAINE + LYRICA,3,2,0.07540610594584493,0.11733342958678263,2506,2506
item_drug_LIDOCAINE|item_drug_METRONIDAZOLE|item_drug_OXYCONTIN,LIDOCAINE + METRONIDAZOLE + OXYCONTIN,3,2,0.07539848695674442,0.12179597520362773,2506,2506
item_drug_OXYCONTIN|item_drug_PREDNISONE|item_drug_SIMVASTATIN,OXYCONTIN + PREDNISONE + SIMVASTATIN,3,2,0.07531683484597428,0.11258766049602813,2506,2506
item_drug_ARIPIPRAZOLE|item_drug_FUROSEMIDE|item_drug_OXYCONTIN,ARIPIPRAZOLE + FUROSEMIDE + OXYCONTIN,3,2,0.0753156653189537,0.133496635516545,2506,2506
item_drug_BACLOFEN|item_drug_LIDOCAINE,BACLOFEN + LIDOCAINE,2,2,0.07511098149547726,0.11927215060085058,2506,2506
item_drug_DIAZEPAM|item_drug_LYRICA|item_drug_METRONIDAZOLE,DIAZEPAM + LYRICA + METRONIDAZOLE,3,2,0.07496213812976273,0.11260226676156422,2506,2506
item_drug_LIDOCAINE|item_drug_LYRICA|item_drug_METRONIDAZOLE,LIDOCAINE + LYRICA + METRONIDAZOLE,3,2,0.074949971286427,0.11883176091616669,2506,2506
item_drug_LYRICA|item_drug_PREDNISONE|item_drug_SIMVASTATIN,LYRICA + PREDNISONE + SIMVASTATIN,3,2,0.07486831917565687,0.10962344620856711,2506,2506
item_drug_AMOXICILLIN|item_drug_BACLOFEN|item_drug_LIDOCAINE,AMOXICILLIN + BACLOFEN + LIDOCAINE,3,2,0.0747218321734417,0.11581329431730274,2506,2506
item_drug_BACLOFEN|item_drug_CEPHALEXIN|item_drug_LIDOCAINE,BACLOFEN + CEPHALEXIN + LIDOCAINE,3,2,0.0746975724924766,0.11638461852508707,2506,2506
item_drug_LORAZEPAM|item_drug_METRONIDAZOLE|item_drug_OXYCONTIN,LORAZEPAM + METRONIDAZOLE + OXYCONTIN,3,2,0.07463936091387324,0.11849548775790286,2506,2506
item_drug_LIDOCAINE|item_drug_METRONIDAZOLE,LIDOCAINE + METRONIDAZOLE,2,2,0.07442677950635038,0.1215196475949267,2506,2506
item_drug_AMOXICILLIN|item_drug_LIDOCAINE|item_drug_METRONIDAZOLE,AMOXICILLIN + LIDOCAINE + METRONIDAZOLE,3,2,0.07426569751402375,0.11731162564668679,2506,2506
item_drug_CEPHALEXIN|item_drug_LIDOCAINE|item_drug_METRONIDAZOLE,CEPHALEXIN + LIDOCAINE + METRONIDAZOLE,3,2,0.07424143783305866,0.11788294985447112,2506,2506
