combination,drug_names,interaction_size,n_bins,mean_combined_importance,max_combined_importance,total_patient_rule_profile_support,total_strict_rule_support
item_drug_CIPRODEX|item_drug_HYDROCORTISONE|item_drug_TAMIFLU,CIPRODEX + HYDROCORTISONE + TAMIFLU,3,3,0.0011267905513657889,0.0013977269513123667,5994,5994
item_drug_DIFFERIN|item_drug_ERYTHROMYCIN|item_drug_NUVARING,DIFFERIN + ERYTHROMYCIN + NUVARING,3,3,0.0011242737853539332,0.0012554286737137,6000,6000
item_drug_NEXPLANON|item_drug_NUVARING,NEXPLANON + NUVARING,2,3,0.00112031323522835,0.00118583189557255,6000,6000
item_drug_ERYTHROMYCIN|item_drug_HYDROCORTISONE|item_drug_TAMIFLU,ERYTHROMYCIN + HYDROCORTISONE + TAMIFLU,3,3,0.0011122375069050224,0.001453485259752,5996,5996
item_drug_MELOXICAM|item_drug_NAPROXEN|item_drug_NEXPLANON,MELOXICAM + NAPROXEN + NEXPLANON,3,3,0.0011054275991501889,0.0018514657605368332,6000,6000
item_drug_NEXPLANON|item_drug_NUVARING|item_drug_OFLOXACIN,NEXPLANON + NUVARING + OFLOXACIN,3,3,0.0011023673563188223,0.0012844591457810666,6000,6000
item_drug_DIFFERIN|item_drug_NAPROXEN,DIFFERIN + NAPROXEN,2,3,0.00110093000726455,0.00137966678155035,6000,6000
item_drug_BENZONATATE|item_drug_OFLOXACIN|item_drug_TAMIFLU,BENZONATATE + OFLOXACIN + TAMIFLU,3,3,0.001094147486795911,0.0011605336050929,5989,5987
item_drug_GABAPENTIN|item_drug_LEVOFLOXACIN|item_drug_MELOXICAM,GABAPENTIN + LEVOFLOXACIN + MELOXICAM,3,3,0.001092734611397211,0.002041523159381033,1247,708
item_drug_BENZONATATE|item_drug_CEPHALEXIN|item_drug_LATANOPROST,BENZONATATE + CEPHALEXIN + LATANOPROST,3,3,0.0010871976003538888,0.0017419160476314333,211,211
item_drug_DIFFERIN|item_drug_NAPROXEN|item_drug_OFLOXACIN,DIFFERIN + NAPROXEN + OFLOXACIN,3,3,0.0010871503192841445,0.0014067977479231668,6000,6000
item_drug_BENZONATATE|item_drug_PREDNISONE|item_drug_TAMIFLU,BENZONATATE + PREDNISONE + TAMIFLU,3,3,0.0010836494900173224,0.0012299034495985,6000,6000
item_drug_ERYTHROMYCIN|item_drug_LORYNA|item_drug_PREDNISONE,ERYTHROMYCIN + LORYNA + PREDNISONE,3,3,0.001081886433321489,0.0013827585207595668,6000,6000
item_drug_DIFFERIN|item_drug_MELOXICAM|item_drug_METRONIDAZOLE,DIFFERIN + MELOXICAM + METRONIDAZOLE,3,3,0.0010764422268613667,0.0018985502709517332,6000,6000
item_drug_BENZONATATE|item_drug_CIPRODEX|item_drug_TAMIFLU,BENZONATATE + CIPRODEX + TAMIFLU,3,3,0.0010715824415141889,0.0011494295767287333,5994,5994
item_drug_BENZONATATE|item_drug_ERYTHROMYCIN|item_drug_TAMIFLU,BENZONATATE + ERYTHROMYCIN + TAMIFLU,3,3,0.0010570293970534222,0.0012051878851683667,5996,5996
item_drug_ALLOPURINOL|item_drug_BENZONATATE|item_drug_OFLOXACIN,ALLOPURINOL + BENZONATATE + OFLOXACIN,3,3,0.0010531109980129111,0.0016750526882565002,338,338
item_drug_EPIDUO|item_drug_OFLOXACIN,EPIDUO + OFLOXACIN,2,3,0.00105026599598495,0.00125284457189915,5670,5670
item_drug_MELOXICAM|item_drug_NEXPLANON|item_drug_NUVARING,MELOXICAM + NEXPLANON + NUVARING,3,3,0.0010497874485777446,0.0013894387426802001,6000,6000
item_drug_LORYNA|item_drug_MELOXICAM|item_drug_NAPROXEN,LORYNA + MELOXICAM + NAPROXEN,3,3,0.0010488039855209668,0.0013370894977189666,6000,6000
item_drug_EPIDUO|item_drug_MELOXICAM|item_drug_OFLOXACIN,EPIDUO + MELOXICAM + OFLOXACIN,3,3,0.0010389896933350555,0.0014093450137533335,5670,5670
item_drug_HYDROCORTISONE|item_drug_TAMIFLU,HYDROCORTISONE + TAMIFLU,2,3,0.0010376100056495167,0.0014327479646877,6000,6000
item_drug_DIFFERIN|item_drug_LORYNA|item_drug_NAPROXEN,DIFFERIN + LORYNA + NAPROXEN,3,3,0.0010338321963762444,0.0012600048215763333,6000,6000
item_drug_DIFFERIN|item_drug_MELOXICAM|item_drug_NUVARING,DIFFERIN + MELOXICAM + NUVARING,3,3,0.0010275206760879888,0.0011955215723177667,6000,6000
item_drug_DIFFERIN|item_drug_OFLOXACIN|item_drug_PREDNISONE,DIFFERIN + OFLOXACIN + PREDNISONE,3,3,0.0010234796578187221,0.0013925596695678333,6000,6000
item_drug_DIFFERIN|item_drug_ERYTHROMYCIN|item_drug_NAPROXEN,DIFFERIN + ERYTHROMYCIN + NAPROXEN,3,3,0.0010222334650200888,0.0012444142788514666,6000,6000
item_drug_BENZONATATE|item_drug_LATANOPROST|item_drug_METRONIDAZOLE,BENZONATATE + LATANOPROST + METRONIDAZOLE,3,3,0.001006848185506589,0.0015674475969401,37,37
item_drug_DIFFERIN|item_drug_PREDNISONE,DIFFERIN + PREDNISONE,2,3,0.0010054240150664166,0.00135830966401735,6000,6000
item_drug_ALLOPURINOL|item_drug_BENZONATATE|item_drug_LATANOPROST,ALLOPURINOL + BENZONATATE + LATANOPROST,3,3,0.0009950151251826556,0.0015168426581620667,338,338
item_drug_NEXPLANON|item_drug_OFLOXACIN|item_drug_PREDNISONE,NEXPLANON + OFLOXACIN + PREDNISONE,3,3,0.0009859725323437222,0.0014071551460360001,6000,6000
item_drug_LORYNA|item_drug_MELOXICAM|item_drug_PREDNISONE,LORYNA + MELOXICAM + PREDNISONE,3,3,0.0009851333240555443,0.0013228514193636333,6000,6000
item_drug_ALLOPURINOL|item_drug_CARVEDILOL|item_drug_LEVOFLOXACIN,ALLOPURINOL + CARVEDILOL + LEVOFLOXACIN,3,3,0.0009812057236101889,0.0021104275467865668,1199,250
item_drug_LORYNA|item_drug_OFLOXACIN,LORYNA + OFLOXACIN,2,3,0.0009796137589614833,0.00124087029114855,6000,6000
item_drug_ALLOPURINOL|item_drug_LEVOFLOXACIN|item_drug_OMEPRAZOLE,ALLOPURINOL + LEVOFLOXACIN + OMEPRAZOLE,3,3,0.0009775044353728223,0.0018839516998307333,1248,1161
item_drug_DIFFERIN|item_drug_LORYNA|item_drug_PREDNISONE,DIFFERIN + LORYNA + PREDNISONE,3,3,0.0009701615349108223,0.0012457667432209999,6000,6000
item_drug_NUVARING|item_drug_OMEPRAZOLE,NUVARING + OMEPRAZOLE,2,3,0.0009587479994593666,0.0013553689591688,5644,2053
item_drug_DIFFERIN|item_drug_ERYTHROMYCIN|item_drug_PREDNISONE,DIFFERIN + ERYTHROMYCIN + PREDNISONE,3,3,0.0009585628035546665,0.0012301762004961333,6000,6000
item_drug_BENZONATATE|item_drug_TAMIFLU,BENZONATATE + TAMIFLU,2,3,0.0009547978408721167,0.00106030190281225,6000,6000
item_drug_NEXPLANON|item_drug_PREDNISONE,NEXPLANON + PREDNISONE,2,3,0.0009457209992657,0.00136987589595495,6000,6000
item_drug_ERYTHROMYCIN|item_drug_LORYNA|item_drug_OFLOXACIN,ERYTHROMYCIN + LORYNA + OFLOXACIN,3,3,0.0009413559661513778,0.0011518832852502666,6000,6000
item_drug_ALLOPURINOL|item_drug_GABAPENTIN|item_drug_LEVOFLOXACIN,ALLOPURINOL + GABAPENTIN + LEVOFLOXACIN,3,3,0.0009337211455341444,0.0019349863832198333,1242,708
item_drug_MELOXICAM|item_drug_NEXPLANON|item_drug_PREDNISONE,MELOXICAM + NEXPLANON + PREDNISONE,3,3,0.0009333926246026444,0.0015121347429351334,6000,6000
item_drug_BENZONATATE|item_drug_HYDROCORTISONE|item_drug_TAMIFLU,BENZONATATE + HYDROCORTISONE + TAMIFLU,3,3,0.0009257887590432001,0.0012717847432217,6000,6000
item_drug_DIFFERIN|item_drug_MELOXICAM|item_drug_NAPROXEN,DIFFERIN + MELOXICAM + NAPROXEN,3,3,0.0009254803557541446,0.0011845071774555333,6000,6000
item_drug_EPIDUO|item_drug_MELOXICAM,EPIDUO + MELOXICAM,2,3,0.0009080651315424667,0.00137316069753095,5670,5670
item_drug_BENZONATATE|item_drug_CARVEDILOL|item_drug_GABAPENTIN,BENZONATATE + CARVEDILOL + GABAPENTIN,3,3,0.0008980571072015,0.0014962507095908665,295,51
item_drug_ERYTHROMYCIN|item_drug_LORYNA,ERYTHROMYCIN + LORYNA,2,3,0.0008822384775654,0.000997295087541,6000,6000
item_drug_DIFFERIN|item_drug_MELOXICAM|item_drug_PREDNISONE,DIFFERIN + MELOXICAM + PREDNISONE,3,3,0.0008618096942887222,0.0011702690991001999,6000,6000
item_drug_LORYNA|item_drug_MELOXICAM|item_drug_OFLOXACIN,LORYNA + MELOXICAM + OFLOXACIN,3,3,0.0008446028568854334,0.0010919761838543334,6000,6000
item_drug_DIFFERIN|item_drug_LORYNA|item_drug_OFLOXACIN,DIFFERIN + LORYNA + OFLOXACIN,3,3,0.0008296310677407111,0.0010148915077117001,6000,6000
item_drug_ALLOPURINOL|item_drug_LEVOFLOXACIN|item_drug_MELOXICAM,ALLOPURINOL + LEVOFLOXACIN + MELOXICAM,3,3,0.000828899747704611,0.0015804789811461335,1254,1206
item_drug_DIFFERIN|item_drug_ERYTHROMYCIN|item_drug_OFLOXACIN,DIFFERIN + ERYTHROMYCIN + OFLOXACIN,3,3,0.0008180323363845555,0.0009993009649868333,6000,6000
item_drug_ALLOPURINOL|item_drug_AZITHROMYCIN|item_drug_GABAPENTIN,ALLOPURINOL + AZITHROMYCIN + GABAPENTIN,3,3,0.0008078144437970444,0.0010995162677812,3677,1468
item_drug_MELOXICAM|item_drug_NEXPLANON|item_drug_OFLOXACIN,MELOXICAM + NEXPLANON + OFLOXACIN,3,3,0.0008024302117406,0.0013099636703500332,6000,6000
item_drug_DIFFERIN|item_drug_OFLOXACIN,DIFFERIN + OFLOXACIN,2,3,0.00079462831431125,0.0010119968107534,6000,6000
item_drug_ALLOPURINOL|item_drug_LEVOFLOXACIN|item_drug_PREDNISONE,ALLOPURINOL + LEVOFLOXACIN + PREDNISONE,3,3,0.0007850074617152333,0.0015927193235421334,1217,1172
item_drug_ERYTHROMYCIN|item_drug_LORYNA|item_drug_MELOXICAM,ERYTHROMYCIN + LORYNA + MELOXICAM,3,3,0.0007796860026213778,0.0009295927147826333,6000,6000
item_drug_DIFFERIN|item_drug_ERYTHROMYCIN|item_drug_LORYNA,DIFFERIN + ERYTHROMYCIN + LORYNA,3,3,0.0007647142134766556,0.00085250803864,6000,6000
item_drug_NEXPLANON|item_drug_OFLOXACIN,NEXPLANON + OFLOXACIN,2,3,0.0007492773799726333,0.0010666192870772999,6000,6000
item_drug_LORYNA|item_drug_MELOXICAM,LORYNA + MELOXICAM,2,3,0.0007371088136664834,0.0009074344354471,6000,6000
item_drug_ALLOPURINOL|item_drug_CEPHALEXIN|item_drug_LEVOFLOXACIN,ALLOPURINOL + CEPHALEXIN + LEVOFLOXACIN,3,3,0.0007354140644631889,0.0016190515168055333,1012,992
item_drug_DIFFERIN|item_drug_MELOXICAM|item_drug_OFLOXACIN,DIFFERIN + MELOXICAM + OFLOXACIN,3,3,0.0007212792271186112,0.0009393938635909,6000,6000
item_drug_DIFFERIN|item_drug_LORYNA,DIFFERIN + LORYNA,2,3,0.0007146511299493999,0.00079180742123315,6000,6000
item_drug_BENZONATATE|item_drug_CARVEDILOL|item_drug_METRONIDAZOLE,BENZONATATE + CARVEDILOL + METRONIDAZOLE,3,3,0.0007072633296007222,0.0012694355474376666,36,21
item_drug_DIFFERIN|item_drug_ERYTHROMYCIN,DIFFERIN + ERYTHROMYCIN,2,3,0.0006972530329151667,0.00076842160714585,6000,6000
item_drug_ALLOPURINOL|item_drug_LEVOFLOXACIN|item_drug_METRONIDAZOLE,ALLOPURINOL + LEVOFLOXACIN + METRONIDAZOLE,3,3,0.0006963168933083333,0.0015683397971915332,251,240
item_drug_ALLOPURINOL|item_drug_LEVOFLOXACIN,ALLOPURINOL + LEVOFLOXACIN,2,3,0.0006812074625685668,0.00153847979569805,1254,1206
item_drug_MELOXICAM|item_drug_NEXPLANON,MELOXICAM + NEXPLANON,2,3,0.0006704075183610166,0.001224088682426,6000,6000
item_drug_DIFFERIN|item_drug_LORYNA|item_drug_MELOXICAM,DIFFERIN + LORYNA + MELOXICAM,3,3,0.000667961104210711,0.0007926009372440666,6000,6000
item_drug_ALLOPURINOL|item_drug_BENZONATATE|item_drug_GABAPENTIN,ALLOPURINOL + BENZONATATE + GABAPENTIN,3,3,0.0006570971187739556,0.0010708437278125333,335,122
item_drug_DIFFERIN|item_drug_ERYTHROMYCIN|item_drug_MELOXICAM,DIFFERIN + ERYTHROMYCIN + MELOXICAM,3,3,0.0006563623728545556,0.0007770103945192,6000,6000
item_drug_ALLOPURINOL|item_drug_AZITHROMYCIN|item_drug_METRONIDAZOLE,ALLOPURINOL + AZITHROMYCIN + METRONIDAZOLE,3,3,0.0006170206661962667,0.000872701105628,485,471
item_drug_DIFFERIN|item_drug_MELOXICAM,DIFFERIN + MELOXICAM,2,3,0.00055212336901625,0.00067856095505195,6000,6000
item_drug_ALLOPURINOL|item_drug_BENZONATATE|item_drug_METRONIDAZOLE,ALLOPURINOL + BENZONATATE + METRONIDAZOLE,3,3,0.00046630334117317776,0.0008440285656593333,37,37
item_drug_GABAPENTIN|item_drug_LIDOCAINE,GABAPENTIN + LIDOCAINE,2,2,0.386868258003584,0.5741044229815461,2506,2506
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_LIDOCAINE,ALPRAZOLAM + GABAPENTIN + LIDOCAINE,3,2,0.3124940108534223,0.4622022504446906,2506,2506
item_drug_AZITHROMYCIN|item_drug_GABAPENTIN|item_drug_LIDOCAINE,AZITHROMYCIN + GABAPENTIN + LIDOCAINE,3,2,0.3018731843162073,0.4403861742325426,2506,2506
item_drug_FUROSEMIDE|item_drug_GABAPENTIN|item_drug_LIDOCAINE,FUROSEMIDE + GABAPENTIN + LIDOCAINE,3,2,0.29796891351423443,0.4482659367668281,2506,2506
item_drug_CLONAZEPAM|item_drug_GABAPENTIN|item_drug_LIDOCAINE,CLONAZEPAM + GABAPENTIN + LIDOCAINE,3,2,0.2910170607451756,0.4291350487742096,2506,2506
item_drug_DIAZEPAM|item_drug_GABAPENTIN|item_drug_LIDOCAINE,DIAZEPAM + GABAPENTIN + LIDOCAINE,3,2,0.28757779625512025,0.425909736792016,2506,2506
item_drug_GABAPENTIN|item_drug_LIDOCAINE|item_drug_LORAZEPAM,GABAPENTIN + LIDOCAINE + LORAZEPAM,3,2,0.28680650336891333,0.4288387435008936,2506,2506
item_drug_GABAPENTIN|item_drug_LIDOCAINE|item_drug_OMEPRAZOLE,GABAPENTIN + LIDOCAINE + OMEPRAZOLE,3,2,0.28434981221752814,0.41792846970079994,2506,2506
item_drug_GABAPENTIN|item_drug_LIDOCAINE|item_drug_PREDNISONE,GABAPENTIN + LIDOCAINE + PREDNISONE,3,2,0.2843282639221709,0.423975332908578,2506,2506
item_drug_GABAPENTIN|item_drug_LIDOCAINE|item_drug_OXYCONTIN,GABAPENTIN + LIDOCAINE + OXYCONTIN,3,2,0.28369280595490015,0.4235191587947073,2506,2506
item_drug_GABAPENTIN|item_drug_LIDOCAINE|item_drug_LYRICA,GABAPENTIN + LIDOCAINE + LYRICA,3,2,0.28324429028458276,0.4205549445072463,2506,2506
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_LIDOCAINE,AMOXICILLIN + GABAPENTIN + LIDOCAINE,3,2,0.28256001651217955,0.4190348092377664,2506,2506
item_drug_CEPHALEXIN|item_drug_GABAPENTIN|item_drug_LIDOCAINE,CEPHALEXIN + GABAPENTIN + LIDOCAINE,3,2,0.2825357568312144,0.4196061334455507,2506,2506
item_drug_GABAPENTIN|item_drug_LIDOCAINE|item_drug_SIMVASTATIN,GABAPENTIN + LIDOCAINE + SIMVASTATIN,3,2,0.28103228097607125,0.413302014755835,2506,2506
item_drug_GABAPENTIN|item_drug_OXYCONTIN|item_drug_PREDNISONE,GABAPENTIN + OXYCONTIN + PREDNISONE,3,2,0.2804554404652866,0.4153552607566668,2506,2506
item_drug_BACLOFEN|item_drug_GABAPENTIN|item_drug_LIDOCAINE,BACLOFEN + GABAPENTIN + LIDOCAINE,3,2,0.27833270225664564,0.41284810009601,2506,2506
item_drug_GABAPENTIN|item_drug_LIDOCAINE|item_drug_METRONIDAZOLE,GABAPENTIN + LIDOCAINE + METRONIDAZOLE,3,2,0.27787656759722773,0.414346431425394,2506,2506
item_drug_GABAPENTIN|item_drug_METRONIDAZOLE|item_drug_OXYCONTIN,GABAPENTIN + METRONIDAZOLE + OXYCONTIN,3,2,0.2740037441403434,0.40572635927348283,2506,2506
item_drug_GABAPENTIN|item_drug_LYRICA|item_drug_METRONIDAZOLE,GABAPENTIN + LYRICA + METRONIDAZOLE,3,2,0.273555228470026,0.40276214498602186,2506,2506
item_drug_BACLOFEN|item_drug_GABAPENTIN|item_drug_METRONIDAZOLE,BACLOFEN + GABAPENTIN + METRONIDAZOLE,3,2,0.2686436404420889,0.3950553005747855,2506,2506
item_drug_ARIPIPRAZOLE|item_drug_FUROSEMIDE|item_drug_GABAPENTIN,ARIPIPRAZOLE + FUROSEMIDE + GABAPENTIN,3,2,0.25406301618069566,0.4260470917383113,2506,2506
item_drug_ARIPIPRAZOLE|item_drug_GABAPENTIN|item_drug_OXYCONTIN,ARIPIPRAZOLE + GABAPENTIN + OXYCONTIN,3,2,0.24172779606807518,0.4013003137661906,2506,2506
item_drug_ARIPIPRAZOLE|item_drug_GABAPENTIN|item_drug_SIMVASTATIN,ARIPIPRAZOLE + GABAPENTIN + SIMVASTATIN,3,2,0.23737455349772768,0.39108316972731827,2506,2506
item_drug_FLUCONAZOLE|item_drug_GABAPENTIN|item_drug_TOPIRAMATE,FLUCONAZOLE + GABAPENTIN + TOPIRAMATE,3,2,0.2008094900954292,0.28794367716571273,2775,2775
item_drug_ARIPIPRAZOLE|item_drug_FLUCONAZOLE|item_drug_GABAPENTIN,ARIPIPRAZOLE + FLUCONAZOLE + GABAPENTIN,3,2,0.19789855048606175,0.28402094157644336,2773,2773
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_LIDOCAINE,ALPRAZOLAM + AZITHROMYCIN + LIDOCAINE,3,2,0.12819630857424613,0.1865188096607596,2506,2506
item_drug_ALPRAZOLAM|item_drug_LIDOCAINE,ALPRAZOLAM + LIDOCAINE,2,2,0.12635294439064226,0.19330337612387155,2506,2506
item_drug_ALPRAZOLAM|item_drug_FUROSEMIDE|item_drug_LIDOCAINE,ALPRAZOLAM + FUROSEMIDE + LIDOCAINE,3,2,0.12429203777227327,0.19439857219504506,2506,2506
item_drug_ALPRAZOLAM|item_drug_CLONAZEPAM|item_drug_LIDOCAINE,ALPRAZOLAM + CLONAZEPAM + LIDOCAINE,3,2,0.11734018500321437,0.17526768420242655,2506,2506
item_drug_GABAPENTIN|item_drug_RISPERIDONE,GABAPENTIN + RISPERIDONE,2,2,0.11664639064791654,0.12118292310328055,4000,4000
item_drug_ALPRAZOLAM|item_drug_DIAZEPAM|item_drug_LIDOCAINE,ALPRAZOLAM + DIAZEPAM + LIDOCAINE,3,2,0.11390092051315907,0.17204237222023303,2506,2506
item_drug_AZITHROMYCIN|item_drug_FUROSEMIDE|item_drug_LIDOCAINE,AZITHROMYCIN + FUROSEMIDE + LIDOCAINE,3,2,0.11367121123505827,0.17258249598289707,2506,2506
item_drug_ALPRAZOLAM|item_drug_LIDOCAINE|item_drug_LORAZEPAM,ALPRAZOLAM + LIDOCAINE + LORAZEPAM,3,2,0.11312962762695218,0.17497137892911063,2506,2506
item_drug_ALPRAZOLAM|item_drug_LIDOCAINE|item_drug_OMEPRAZOLE,ALPRAZOLAM + LIDOCAINE + OMEPRAZOLE,3,2,0.11067293647556697,0.16406110512901692,2506,2506
item_drug_ALPRAZOLAM|item_drug_LIDOCAINE|item_drug_PREDNISONE,ALPRAZOLAM + LIDOCAINE + PREDNISONE,3,2,0.11065138818020973,0.17010796833679495,2506,2506
item_drug_AZITHROMYCIN|item_drug_LIDOCAINE,AZITHROMYCIN + LIDOCAINE,2,2,0.11042170458481974,0.16057926180564955,2506,2506
item_drug_ALPRAZOLAM|item_drug_LIDOCAINE|item_drug_OXYCONTIN,ALPRAZOLAM + LIDOCAINE + OXYCONTIN,3,2,0.11001593021293901,0.1696517942229243,2506,2506
item_drug_ALPRAZOLAM|item_drug_LIDOCAINE|item_drug_LYRICA,ALPRAZOLAM + LIDOCAINE + LYRICA,3,2,0.10956741454262159,0.16668757993546326,2506,2506
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_LIDOCAINE,ALPRAZOLAM + AMOXICILLIN + LIDOCAINE,3,2,0.10888314077021832,0.16516744466598335,2506,2506
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_LIDOCAINE,ALPRAZOLAM + CEPHALEXIN + LIDOCAINE,3,2,0.10885888108925325,0.1657387688737677,2506,2506
item_drug_ALPRAZOLAM|item_drug_LIDOCAINE|item_drug_SIMVASTATIN,ALPRAZOLAM + LIDOCAINE + SIMVASTATIN,3,2,0.10735540523411007,0.159434650184052,2506,2506
item_drug_ALPRAZOLAM|item_drug_OXYCONTIN|item_drug_PREDNISONE,ALPRAZOLAM + OXYCONTIN + PREDNISONE,3,2,0.10677856472332536,0.16148789618488374,2506,2506
item_drug_AZITHROMYCIN|item_drug_CLONAZEPAM|item_drug_LIDOCAINE,AZITHROMYCIN + CLONAZEPAM + LIDOCAINE,3,2,0.10671935846599938,0.15345160799027857,2506,2506
item_drug_ALPRAZOLAM|item_drug_BACLOFEN|item_drug_LIDOCAINE,ALPRAZOLAM + BACLOFEN + LIDOCAINE,3,2,0.1046558265146845,0.15898073552422695,2506,2506
item_drug_FUROSEMIDE|item_drug_LIDOCAINE,FUROSEMIDE + LIDOCAINE,2,2,0.10456529838186042,0.17239890560707774,2506,2506
item_drug_ALPRAZOLAM|item_drug_LIDOCAINE|item_drug_METRONIDAZOLE,ALPRAZOLAM + LIDOCAINE + METRONIDAZOLE,3,2,0.10419969185526658,0.16047906685361105,2506,2506
item_drug_AZITHROMYCIN|item_drug_DIAZEPAM|item_drug_LIDOCAINE,AZITHROMYCIN + DIAZEPAM + LIDOCAINE,3,2,0.10328009397594409,0.15022629600808504,2506,2506
item_drug_CLONAZEPAM|item_drug_FUROSEMIDE|item_drug_LIDOCAINE,CLONAZEPAM + FUROSEMIDE + LIDOCAINE,3,2,0.1028150876640265,0.16133137052456403,2506,2506
item_drug_AZITHROMYCIN|item_drug_LIDOCAINE|item_drug_LORAZEPAM,AZITHROMYCIN + LIDOCAINE + LORAZEPAM,3,2,0.10250880108973717,0.15315530271696262,2506,2506
item_drug_ALPRAZOLAM|item_drug_METRONIDAZOLE|item_drug_OXYCONTIN,ALPRAZOLAM + METRONIDAZOLE + OXYCONTIN,3,2,0.10032686839838222,0.15185899470169983,2506,2506
item_drug_AZITHROMYCIN|item_drug_LIDOCAINE|item_drug_OMEPRAZOLE,AZITHROMYCIN + LIDOCAINE + OMEPRAZOLE,3,2,0.10005210993835198,0.14224502891686894,2506,2506
item_drug_AZITHROMYCIN|item_drug_LIDOCAINE|item_drug_PREDNISONE,AZITHROMYCIN + LIDOCAINE + PREDNISONE,3,2,0.1000305616429947,0.1482918921246469,2506,2506
item_drug_ALPRAZOLAM|item_drug_LYRICA|item_drug_METRONIDAZOLE,ALPRAZOLAM + LYRICA + METRONIDAZOLE,3,2,0.09987835272806479,0.1488947804142388,2506,2506
item_drug_CLONAZEPAM|item_drug_FUROSEMIDE|item_drug_PREDNISONE,CLONAZEPAM + FUROSEMIDE + PREDNISONE,3,2,0.09957772217441287,0.15316747248652346,2506,2506
item_drug_AZITHROMYCIN|item_drug_LIDOCAINE|item_drug_OXYCONTIN,AZITHROMYCIN + LIDOCAINE + OXYCONTIN,3,2,0.099395103675724,0.1478357180107763,2506,2506
item_drug_DIAZEPAM|item_drug_FUROSEMIDE|item_drug_LIDOCAINE,DIAZEPAM + FUROSEMIDE + LIDOCAINE,3,2,0.0993758231739712,0.1581060585423705,2506,2506
item_drug_AZITHROMYCIN|item_drug_LIDOCAINE|item_drug_LYRICA,AZITHROMYCIN + LIDOCAINE + LYRICA,3,2,0.0989465880054066,0.14487150372331528,2506,2506
item_drug_FUROSEMIDE|item_drug_LIDOCAINE|item_drug_LORAZEPAM,FUROSEMIDE + LIDOCAINE + LORAZEPAM,3,2,0.0986045302877643,0.16103506525124808,2506,2506
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_LIDOCAINE,AMOXICILLIN + AZITHROMYCIN + LIDOCAINE,3,2,0.09826231423300333,0.14335136845383536,2506,2506
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_LIDOCAINE,AZITHROMYCIN + CEPHALEXIN + LIDOCAINE,3,2,0.09823805455203824,0.1439226926616197,2506,2506
item_drug_ALPRAZOLAM|item_drug_ARIPIPRAZOLE|item_drug_FUROSEMIDE,ALPRAZOLAM + ARIPIPRAZOLE + FUROSEMIDE,3,2,0.09817757204535099,0.1721797271665283,2506,2506
item_drug_AZITHROMYCIN|item_drug_LIDOCAINE|item_drug_SIMVASTATIN,AZITHROMYCIN + LIDOCAINE + SIMVASTATIN,3,2,0.09673457869689506,0.137618573971904,2506,2506
item_drug_CLONAZEPAM|item_drug_GABAPENTIN|item_drug_RISPERIDONE,CLONAZEPAM + GABAPENTIN + RISPERIDONE,3,2,0.09621436315022117,0.10004059279918075,4000,4000
item_drug_AZITHROMYCIN|item_drug_OXYCONTIN|item_drug_PREDNISONE,AZITHROMYCIN + OXYCONTIN + PREDNISONE,3,2,0.09615773818611037,0.13967181997273573,2506,2506
item_drug_FUROSEMIDE|item_drug_LIDOCAINE|item_drug_OMEPRAZOLE,FUROSEMIDE + LIDOCAINE + OMEPRAZOLE,3,2,0.0961478391363791,0.1501247914511544,2506,2506
item_drug_DIAZEPAM|item_drug_FUROSEMIDE|item_drug_PREDNISONE,DIAZEPAM + FUROSEMIDE + PREDNISONE,3,2,0.09613845768435757,0.14994216050432993,2506,2506
item_drug_FUROSEMIDE|item_drug_LIDOCAINE|item_drug_PREDNISONE,FUROSEMIDE + LIDOCAINE + PREDNISONE,3,2,0.09612629084102182,0.15617165465893237,2506,2506
item_drug_FUROSEMIDE|item_drug_LIDOCAINE|item_drug_OXYCONTIN,FUROSEMIDE + LIDOCAINE + OXYCONTIN,3,2,0.09549083287375111,0.15571548054506176,2506,2506
item_drug_FUROSEMIDE|item_drug_LIDOCAINE|item_drug_LYRICA,FUROSEMIDE + LIDOCAINE + LYRICA,3,2,0.0950423172034337,0.15275126625760074,2506,2506
item_drug_ALPRAZOLAM|item_drug_BACLOFEN|item_drug_METRONIDAZOLE,ALPRAZOLAM + BACLOFEN + METRONIDAZOLE,3,2,0.09496676470012771,0.1411879360030025,2506,2506
item_drug_AMOXICILLIN|item_drug_FUROSEMIDE|item_drug_LIDOCAINE,AMOXICILLIN + FUROSEMIDE + LIDOCAINE,3,2,0.09435804343103045,0.15123113098812083,2506,2506
item_drug_CEPHALEXIN|item_drug_FUROSEMIDE|item_drug_LIDOCAINE,CEPHALEXIN + FUROSEMIDE + LIDOCAINE,3,2,0.09433378375006536,0.15180245519590516,2506,2506
item_drug_CLONAZEPAM|item_drug_LIDOCAINE,CLONAZEPAM + LIDOCAINE,2,2,0.09413751922827208,0.14370257361814998,2506,2506
